date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2021-12-04,Semi final,XD,Dechapol.. / Sapsiree .. Rank 2 Elo 2369 (+4),21-8 / 21-18,CHAN Pe.. / GOH Liu .. Rank 9 Elo 1927 (-4),42,https://badmintonranks.com/tournament?id=11068,1,Dechapol.. / Sapsiree ..,2,2369,CHAN Pe.. / GOH Liu ..,9,1927
2021-12-04,Semi final,WS,AN Se Young Rank 6 Elo 2459 (+16),25-23 / 21-17,Pornpawee CHOCHUW.. Rank 10 Elo 2309 (-16),55,https://badmintonranks.com/tournament?id=11068,1,AN Se Young,6,2459,Pornpawee CHOCHUW..,10,2309
2021-12-04,Semi final,XD,Yuta WAT.. / Arisa IGA.. Rank 4 Elo 2367 (+11),19-21 / 21-9 / 21-19,TANG Ch.. / TSE Ying .. Rank 7 Elo 2122 (-10),67,https://badmintonranks.com/tournament?id=11068,1,Yuta WAT.. / Arisa IGA..,4,2367,TANG Ch.. / TSE Ying ..,7,2122
2021-12-04,Semi final,WD,Nami MA.. / Chiharu S.. Rank 7 Elo 2234 (+23),21-14 / 13-21 / 23-21,Greysia P.. / Apriyani R.. Rank 6 Elo 2180 (-23),76,https://badmintonranks.com/tournament?id=11068,1,Nami MA.. / Chiharu S..,7,2234,Greysia P.. / Apriyani R..,6,2180
2021-12-04,Semi final,WD,KIM So Y.. / KONG He.. Rank 4 Elo 2148 (+0),W.O.,Gabriela .. / Stefani ST.. Rank 11 Elo 1949 (-1),0,https://badmintonranks.com/tournament?id=11068,1,KIM So Y.. / KONG He..,4,2148,Gabriela .. / Stefani ST..,11,1949
2021-12-03,Group B,MD,Pramudy.. / Yeremia E.. Rank 27 Elo 1957 (+8),21-15 / 21-16,Christo P.. / Toma Juni.. Rank 31 Elo 1658 (-14),39,https://badmintonranks.com/tournament?id=11068,1,Pramudy.. / Yeremia E..,27,1957,Christo P.. / Toma Juni..,31,1658
2021-12-03,Group A,MD,Marcus G.. / Kevin SU.. (1) Rank 1 Elo 2341 (+7),21-15 / 18-21 / 21-9,Kim AST.. / Anders Sk.. Rank 10 Elo 2040 (-8),69,https://badmintonranks.com/tournament?id=11068,1,Marcus G.. / Kevin SU.. (1),1,2341,Kim AST.. / Anders Sk..,10,2040
2021-12-03,Group A,MD,LEE Yang / WANG Ch.. Rank 3 Elo 2233 (+0),W.O.,Satwiksai.. / Chirag SH.. Rank 9 Elo 2048 (-1),0,https://badmintonranks.com/tournament?id=11068,1,LEE Yang / WANG Ch..,3,2233,Satwiksai.. / Chirag SH..,9,2048
2021-12-03,Group A,MS,Lakshya SEN Rank 21 Elo 2135 (+0),W.O.,Rasmus GEMKE Rank 10 Elo 2151 (-2),0,https://badmintonranks.com/tournament?id=11068,1,Lakshya SEN,21,2135,Rasmus GEMKE,10,2151
2021-12-03,Group B,MD,Takuro H.. / Yugo KO.. (2) Rank 6 Elo 2249 (+14),21-19 / 12-21 / 21-10,ONG Yew.. / TEO Ee Yi Rank 12 Elo 2091 (-14),54,https://badmintonranks.com/tournament?id=11068,1,Takuro H.. / Yugo KO.. (2),6,2249,ONG Yew.. / TEO Ee Yi,12,2091
2021-12-03,Group B,XD,Dechapol.. / Sapsiree .. (2) Rank 2 Elo 2366 (+3),21-18 / 21-13,Marcus E.. / Lauren S.. Rank 8 Elo 1880 (-4),40,https://badmintonranks.com/tournament?id=11068,2,Dechapol.. / Sapsiree .. (2),2,2366,Marcus E.. / Lauren S..,8,1880
2021-12-03,Group A,XD,Yuta WAT.. / Arisa IGA.. (1) Rank 4 Elo 2363 (+4),21-11 / 21-12,CHAN Pe.. / GOH Liu .. Rank 9 Elo 1931 (-4),33,https://badmintonranks.com/tournament?id=11068,2,Yuta WAT.. / Arisa IGA.. (1),4,2363,CHAN Pe.. / GOH Liu ..,9,1931
2021-12-03,Group B,XD,TANG Ch.. / TSE Ying .. Rank 7 Elo 2100 (+22),21-11 / 21-15,Praveen .. / Melati Dae.. Rank 5 Elo 2053 (-23),30,https://badmintonranks.com/tournament?id=11068,2,TANG Ch.. / TSE Ying ..,7,2100,Praveen .. / Melati Dae..,5,2053
2021-12-03,Group A,XD,Mathias .. / Alexandra .. Rank 14 Elo 1979 (+22),21-15 / 21-17,TAN Kian.. / LAI Pei Jin.. Rank 11 Elo 1924 (-23),48,https://badmintonranks.com/tournament?id=11068,2,Mathias .. / Alexandra ..,14,1979,TAN Kian.. / LAI Pei Jin..,11,1924
2021-12-03,Group A,WS,Pornpawee CHOCHU.. (1) Rank 10 Elo 2281 (+28),21-12 / 19-21 / 21-14,PUSARLA V. Sindhu Rank 7 Elo 2330 (-29),71,https://badmintonranks.com/tournament?id=11068,2,Pornpawee CHOCHU.. (1),10,2281,PUSARLA V. Sindhu,7,2330
2021-12-03,Group A,WS,Line CHRISTOPHERSEN Rank 27 Elo 1887 (+29),21-11 / 21-14,Yvonne LI Rank 24 Elo 1896 (-29),33,https://badmintonranks.com/tournament?id=11068,2,Line CHRISTOPHERSEN,27,1887,Yvonne LI,24,1896
2021-12-03,Group A,MS,Viktor AXELSEN (1) Rank 1 Elo 2608 (+0),W.O.,Kento MOMOTA Rank 2 Elo 2468 (-1),0,https://badmintonranks.com/tournament?id=11068,2,Viktor AXELSEN (1),1,2608,Kento MOMOTA,2,2468
2021-12-03,Group B,WS,AN Se Young Rank 6 Elo 2459 (+0),W.O.,YEO Jia Min Rank 17 Elo 2024 (-0),0,https://badmintonranks.com/tournament?id=11068,2,AN Se Young,6,2459,YEO Jia Min,17,2024
2021-12-03,Group A,WD,KIM So Y.. / KONG He.. Rank 4 Elo 2138 (+10),18-21 / 22-20 / 21-8,Jongkolp.. / Rawinda .. (1) Rank 9 Elo 1897 (-11),81,https://badmintonranks.com/tournament?id=11068,2,KIM So Y.. / KONG He..,4,2138,Jongkolp.. / Rawinda .. (1),9,1897
2021-12-03,Group B,WD,Ashwini P.. / REDDY Si.. Rank 24 Elo 1676 (+54),21-19 / 9-21 / 21-14,Chloe CO.. / Lauren S.. Rank 13 Elo 1760 (-43),64,https://badmintonranks.com/tournament?id=11068,2,Ashwini P.. / REDDY Si..,24,1676,Chloe CO.. / Lauren S..,13,1760
2021-12-03,Group A,WD,Greysia P.. / Apriyani R.. Rank 6 Elo 2173 (+7),21-18 / 21-11,Pearly TA.. / THINAAH .. Rank 17 Elo 1848 (-8),46,https://badmintonranks.com/tournament?id=11068,2,Greysia P.. / Apriyani R..,6,2173,Pearly TA.. / THINAAH ..,17,1848
2021-12-03,Group B,MS,Kunlavut VITIDSARN Rank 23 Elo 2149 (+11),21-12 / 20-22 / 21-5,Toma Junior POPOV Rank 33 Elo 1919 (-11),75,https://badmintonranks.com/tournament?id=11068,2,Kunlavut VITIDSARN,23,2149,Toma Junior POPOV,33,1919
2021-12-03,Group B,WS,Akane YAMAGUCHI (2) Rank 3 Elo 2493 (+6),21-18 / 21-18,Busanan ONGBAMRUN.. Rank 12 Elo 2147 (-6),41,https://badmintonranks.com/tournament?id=11068,2,Akane YAMAGUCHI (2),3,2493,Busanan ONGBAMRUN..,12,2147
2021-12-03,Group B,MS,LEE Zii Jia (2) Rank 8 Elo 2306 (+15),21-19 / 21-14,KIDAMBI Srikanth Rank 14 Elo 2156 (-15),37,https://badmintonranks.com/tournament?id=11068,2,LEE Zii Jia (2),8,2306,KIDAMBI Srikanth,14,2156
2021-12-03,Group B,WD,Nami MA.. / Chiharu .. (2) Rank 7 Elo 2225 (+9),21-9 / 21-16,Gabriela .. / Stefani ST.. Rank 11 Elo 1959 (-10),36,https://badmintonranks.com/tournament?id=11068,2,Nami MA.. / Chiharu .. (2),7,2225,Gabriela .. / Stefani ST..,11,1959
2021-12-02,Group B,XD,Dechapol.. / Sapsiree .. (2) Rank 2 Elo 2357 (+9),21-14 / 20-22 / 21-19,TANG Ch.. / TSE Ying .. Rank 7 Elo 2110 (-10),72,https://badmintonranks.com/tournament?id=11068,2,Dechapol.. / Sapsiree .. (2),2,2357,TANG Ch.. / TSE Ying ..,7,2110
2021-12-02,Group A,MD,LEE Yang / WANG Ch.. Rank 3 Elo 2219 (+14),21-13 / 21-12,Kim AST.. / Anders Sk.. Rank 10 Elo 2054 (-14),37,https://badmintonranks.com/tournament?id=11068,2,LEE Yang / WANG Ch..,3,2219,Kim AST.. / Anders Sk..,10,2054
2021-12-02,Group A,MD,Marcus G.. / Kevin SU.. (1) Rank 1 Elo 2341 (+0),W.O.,Satwiksai.. / Chirag SH.. Rank 9 Elo 2049 (-1),0,https://badmintonranks.com/tournament?id=11068,2,Marcus G.. / Kevin SU.. (1),1,2341,Satwiksai.. / Chirag SH..,9,2049
2021-12-02,Group A,MS,Viktor AXELSEN (1) Rank 1 Elo 2605 (+3),21-15 / 21-14,Lakshya SEN Rank 21 Elo 2139 (-4),46,https://badmintonranks.com/tournament?id=11068,2,Viktor AXELSEN (1),1,2605,Lakshya SEN,21,2139
2021-12-02,Group B,XD,Praveen .. / Melati Dae.. Rank 5 Elo 2037 (+16),21-16 / 21-13,Marcus E.. / Lauren S.. Rank 8 Elo 1897 (-17),33,https://badmintonranks.com/tournament?id=11068,2,Praveen .. / Melati Dae..,5,2037,Marcus E.. / Lauren S..,8,1897
2021-12-02,Group B,MD,Takuro H.. / Yugo KO.. (2) Rank 6 Elo 2247 (+2),21-9 / 21-15,Christo P.. / Toma Juni.. Rank 31 Elo 1661 (-3),47,https://badmintonranks.com/tournament?id=11068,3,Takuro H.. / Yugo KO.. (2),6,2247,Christo P.. / Toma Juni..,31,1661
2021-12-02,Group B,MD,ONG Yew.. / TEO Ee Yi Rank 12 Elo 2073 (+18),12-21 / 21-11 / 21-18,Pramudy.. / Yeremia E.. Rank 27 Elo 1976 (-19),56,https://badmintonranks.com/tournament?id=11068,3,ONG Yew.. / TEO Ee Yi,12,2073,Pramudy.. / Yeremia E..,27,1976
2021-12-02,Group A,XD,Yuta WAT.. / Arisa IGA.. (1) Rank 4 Elo 2360 (+3),21-16 / 21-10,TAN Kian.. / LAI Pei Jin.. Rank 11 Elo 1928 (-4),41,https://badmintonranks.com/tournament?id=11068,3,Yuta WAT.. / Arisa IGA.. (1),4,2360,TAN Kian.. / LAI Pei Jin..,11,1928
2021-12-02,Group A,WS,PUSARLA V. Sindhu Rank 7 Elo 2326 (+4),21-10 / 21-13,Yvonne LI Rank 24 Elo 1901 (-5),31,https://badmintonranks.com/tournament?id=11068,3,PUSARLA V. Sindhu,7,2326,Yvonne LI,24,1901
2021-12-02,Group A,WS,Pornpawee CHOCHU.. (1) Rank 10 Elo 2276 (+5),22-20 / 23-21,Line CHRISTOPHERSEN Rank 27 Elo 1892 (-5),45,https://badmintonranks.com/tournament?id=11068,3,Pornpawee CHOCHU.. (1),10,2276,Line CHRISTOPHERSEN,27,1892
2021-12-02,Group A,XD,CHAN Pe.. / GOH Liu .. Rank 9 Elo 1893 (+38),21-17 / 19-21 / 21-16,Mathias .. / Alexandra .. Rank 14 Elo 2014 (-35),84,https://badmintonranks.com/tournament?id=11068,3,CHAN Pe.. / GOH Liu ..,9,1893,Mathias .. / Alexandra ..,14,2014
2021-12-02,Group A,WD,Pearly TA.. / THINAAH .. Rank 17 Elo 1804 (+44),23-21 / 21-14,Jongkolp.. / Rawinda .. (1) Rank 9 Elo 1934 (-37),59,https://badmintonranks.com/tournament?id=11068,3,Pearly TA.. / THINAAH ..,17,1804,Jongkolp.. / Rawinda .. (1),9,1934
2021-12-02,Group B,MS,Kunlavut VITIDSARN Rank 23 Elo 2118 (+31),21-18 / 21-7,KIDAMBI Srikanth Rank 14 Elo 2186 (-30),46,https://badmintonranks.com/tournament?id=11068,3,Kunlavut VITIDSARN,23,2118,KIDAMBI Srikanth,14,2186
2021-12-02,Group A,WD,KIM So Y.. / KONG He.. Rank 4 Elo 2105 (+33),21-15 / 21-18,Greysia P.. / Apriyani R.. Rank 6 Elo 2206 (-33),55,https://badmintonranks.com/tournament?id=11068,3,KIM So Y.. / KONG He..,4,2105,Greysia P.. / Apriyani R..,6,2206
2021-12-02,Group B,WD,Gabriela .. / Stefani ST.. Rank 11 Elo 1949 (+10),21-19 / 22-20,Ashwini P.. / REDDY Si.. Rank 24 Elo 1692 (-16),53,https://badmintonranks.com/tournament?id=11068,3,Gabriela .. / Stefani ST..,11,1949,Ashwini P.. / REDDY Si..,24,1692
2021-12-02,Group B,WS,Akane YAMAGUCHI (2) Rank 3 Elo 2467 (+26),21-14 / 18-21 / 21-16,AN Se Young Rank 6 Elo 2485 (-26),56,https://badmintonranks.com/tournament?id=11068,3,Akane YAMAGUCHI (2),3,2467,AN Se Young,6,2485
2021-12-02,Group B,MS,LEE Zii Jia (2) Rank 8 Elo 2300 (+6),21-13 / 21-19,Toma Junior POPOV Rank 33 Elo 1925 (-6),47,https://badmintonranks.com/tournament?id=11068,3,LEE Zii Jia (2),8,2300,Toma Junior POPOV,33,1925
2021-12-02,Group B,WS,Busanan ONGBAMRUN.. Rank 12 Elo 2140 (+7),21-7 / 15-9 Ret.,YEO Jia Min Rank 17 Elo 2032 (-8),31,https://badmintonranks.com/tournament?id=11068,3,Busanan ONGBAMRUN..,12,2140,YEO Jia Min,17,2032
2021-12-02,Group B,WD,Nami MA.. / Chiharu .. (2) Rank 7 Elo 2221 (+4),22-20 / 21-14,Chloe CO.. / Lauren S.. Rank 13 Elo 1765 (-5),45,https://badmintonranks.com/tournament?id=11068,3,Nami MA.. / Chiharu .. (2),7,2221,Chloe CO.. / Lauren S..,13,1765
2021-12-01,Group A,MS,Lakshya SEN Rank 21 Elo 2130 (+9),1-1 Ret.,Kento MOMOTA Rank 2 Elo 2477 (-9),1,https://badmintonranks.com/tournament?id=11068,3,Lakshya SEN,21,2130,Kento MOMOTA,2,2477
2021-12-01,Group A,MD,Kim AST.. / Anders Sk.. Rank 10 Elo 2024 (+30),21-16 / 21-5,Satwiksai.. / Chirag SH.. Rank 9 Elo 2079 (-30),40,https://badmintonranks.com/tournament?id=11068,3,Kim AST.. / Anders Sk..,10,2024,Satwiksai.. / Chirag SH..,9,2079
2021-12-01,Group A,MD,Marcus G.. / Kevin SU.. (1) Rank 1 Elo 2321 (+20),23-21 / 21-19,LEE Yang / WANG Ch.. Rank 3 Elo 2239 (-20),44,https://badmintonranks.com/tournament?id=11068,3,Marcus G.. / Kevin SU.. (1),1,2321,LEE Yang / WANG Ch..,3,2239
2021-12-01,Group A,MS,Viktor AXELSEN (1) Rank 1 Elo 2604 (+1),5-1 Ret.,Rasmus GEMKE Rank 10 Elo 2152 (-1),3,https://badmintonranks.com/tournament?id=11068,3,Viktor AXELSEN (1),1,2604,Rasmus GEMKE,10,2152
2021-12-01,Group B,XD,Dechapol.. / Sapsiree .. (2) Rank 2 Elo 2349 (+8),21-14 / 10-21 / 21-11,Praveen .. / Melati Dae.. Rank 5 Elo 2044 (-7),52,https://badmintonranks.com/tournament?id=11068,3,Dechapol.. / Sapsiree .. (2),2,2349,Praveen .. / Melati Dae..,5,2044
2021-12-01,Group B,MD,ONG Yew.. / TEO Ee Yi Rank 12 Elo 2068 (+5),21-16 / 21-19,Christo P.. / Toma Juni.. Rank 31 Elo 1669 (-8),46,https://badmintonranks.com/tournament?id=11068,3,ONG Yew.. / TEO Ee Yi,12,2068,Christo P.. / Toma Juni..,31,1669
2021-12-01,Group B,XD,TANG Ch.. / TSE Ying .. Rank 7 Elo 2097 (+13),21-11 / 21-16,Marcus E.. / Lauren S.. Rank 8 Elo 1911 (-14),37,https://badmintonranks.com/tournament?id=11068,4,TANG Ch.. / TSE Ying ..,7,2097,Marcus E.. / Lauren S..,8,1911
2021-12-01,Group B,MD,Takuro H.. / Yugo KO.. (2) Rank 6 Elo 2237 (+10),21-14 / 21-19,Pramudy.. / Yeremia E.. Rank 27 Elo 1987 (-11),42,https://badmintonranks.com/tournament?id=11068,4,Takuro H.. / Yugo KO.. (2),6,2237,Pramudy.. / Yeremia E..,27,1987
2021-12-01,Group A,WS,PUSARLA V. Sindhu Rank 7 Elo 2322 (+4),21-14 / 21-16,Line CHRISTOPHERSEN Rank 27 Elo 1897 (-5),38,https://badmintonranks.com/tournament?id=11068,4,PUSARLA V. Sindhu,7,2322,Line CHRISTOPHERSEN,27,1897
2021-12-01,Group A,XD,Yuta WAT.. / Arisa IGA.. (1) Rank 4 Elo 2353 (+7),21-12 / 21-15,Mathias .. / Alexandra .. Rank 14 Elo 2021 (-7),36,https://badmintonranks.com/tournament?id=11068,4,Yuta WAT.. / Arisa IGA.. (1),4,2353,Mathias .. / Alexandra ..,14,2021
2021-12-01,Group A,WS,Pornpawee CHOCHU.. (1) Rank 10 Elo 2270 (+6),21-18 / 21-18,Yvonne LI Rank 24 Elo 1907 (-6),49,https://badmintonranks.com/tournament?id=11068,4,Pornpawee CHOCHU.. (1),10,2270,Yvonne LI,24,1907
2021-12-01,Group A,XD,CHAN Pe.. / GOH Liu .. Rank 9 Elo 1855 (+38),21-14 / 21-13,TAN Kian.. / LAI Pei Jin.. Rank 11 Elo 1964 (-36),38,https://badmintonranks.com/tournament?id=11068,4,CHAN Pe.. / GOH Liu ..,9,1855,TAN Kian.. / LAI Pei Jin..,11,1964
2021-12-01,Group B,MS,LEE Zii Jia (2) Rank 8 Elo 2286 (+14),21-15 / 21-16,Kunlavut VITIDSARN Rank 23 Elo 2133 (-15),51,https://badmintonranks.com/tournament?id=11068,4,LEE Zii Jia (2),8,2286,Kunlavut VITIDSARN,23,2133
2021-12-01,Group A,WD,Greysia P.. / Apriyani R.. Rank 6 Elo 2196 (+10),21-15 / 21-12,Jongkolp.. / Rawinda .. (1) Rank 9 Elo 1945 (-11),37,https://badmintonranks.com/tournament?id=11068,4,Greysia P.. / Apriyani R..,6,2196,Jongkolp.. / Rawinda .. (1),9,1945
2021-12-01,Group A,WD,KIM So Y.. / KONG He.. Rank 4 Elo 2096 (+9),21-14 / 21-14,Pearly TA.. / THINAAH .. Rank 17 Elo 1814 (-10),45,https://badmintonranks.com/tournament?id=11068,4,KIM So Y.. / KONG He..,4,2096,Pearly TA.. / THINAAH ..,17,1814
2021-12-01,Group B,MS,KIDAMBI Srikanth Rank 14 Elo 2176 (+10),21-14 / 21-16,Toma Junior POPOV Rank 33 Elo 1936 (-11),42,https://badmintonranks.com/tournament?id=11068,4,KIDAMBI Srikanth,14,2176,Toma Junior POPOV,33,1936
2021-12-01,Group B,WS,Akane YAMAGUCHI (2) Rank 3 Elo 2463 (+4),21-11 / 21-14,YEO Jia Min Rank 17 Elo 2036 (-4),34,https://badmintonranks.com/tournament?id=11068,4,Akane YAMAGUCHI (2),3,2463,YEO Jia Min,17,2036
2021-12-01,Group B,WD,Gabriela .. / Stefani ST.. Rank 11 Elo 1932 (+17),21-12 / 21-11,Chloe CO.. / Lauren S.. Rank 13 Elo 1785 (-20),38,https://badmintonranks.com/tournament?id=11068,4,Gabriela .. / Stefani ST..,11,1932,Chloe CO.. / Lauren S..,13,1785
2021-12-01,Group B,WS,AN Se Young Rank 6 Elo 2479 (+6),21-16 / 21-5,Busanan ONGBAMRUN.. Rank 12 Elo 2147 (-7),37,https://badmintonranks.com/tournament?id=11068,4,AN Se Young,6,2479,Busanan ONGBAMRUN..,12,2147
2021-12-01,Group B,WD,Nami MA.. / Chiharu .. (2) Rank 7 Elo 2219 (+2),21-14 / 21-18,Ashwini P.. / REDDY Si.. Rank 24 Elo 1696 (-4),43,https://badmintonranks.com/tournament?id=11068,4,Nami MA.. / Chiharu .. (2),7,2219,Ashwini P.. / REDDY Si..,24,1696
