date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2024-12-13,Group B,MD,Fajar ALF.. / Muhamma.. Rank 4 Elo 2141 (+0),W.O.,HE Ji Ting / REN Xian.. Rank 6 Elo 2072 (-1),0,https://badmintonranks.com/tournament?id=14357,2,Fajar ALF.. / Muhamma..,4,2141,HE Ji Ting / REN Xian..,6,2072
2024-12-13,Group A,MD,GOH Sze.. / Nur IZZUD.. Rank 7 Elo 2158 (+28),24-22 / 21-12,LEE Yang / WANG Ch.. Rank 13 Elo 2188 (-28),42,https://badmintonranks.com/tournament?id=14357,2,GOH Sze.. / Nur IZZUD..,7,2158,LEE Yang / WANG Ch..,13,2188
2024-12-13,Group A,MS,LI Shi Feng Rank 6 Elo 2289 (+11),20-22 / 11-15 Ret.,LEE Zii Jia Rank 8 Elo 2330 (-12),40,https://badmintonranks.com/tournament?id=14357,2,LI Shi Feng,6,2289,LEE Zii Jia,8,2330
2024-12-13,Group B,WD,BAEK Ha.. / LEE So H.. Rank 2 Elo 2233 (+17),21-15 / 21-6,Rin IWAN.. / Kie NAKA.. Rank 5 Elo 2118 (-17),46,https://badmintonranks.com/tournament?id=14357,2,BAEK Ha.. / LEE So H..,2,2233,Rin IWAN.. / Kie NAKA..,5,2118
2024-12-13,Group B,WD,CHEN Qi.. / JIA Yi Fan Rank 3 Elo 2485 (+3),21-14 / 21-19,Febriana .. / Amallia C.. Rank 10 Elo 2003 (-4),46,https://badmintonranks.com/tournament?id=14357,2,CHEN Qi.. / JIA Yi Fan,3,2485,Febriana .. / Amallia C..,10,2003
2024-12-13,Group A,WS,WANG Zhi Yi Rank 2 Elo 2400 (+18),21-8 / 21-16,Gregoria Mariska TUNJ.. Rank 6 Elo 2294 (-18),37,https://badmintonranks.com/tournament?id=14357,2,WANG Zhi Yi,2,2400,Gregoria Mariska TUNJ..,6,2294
2024-12-13,Group B,WS,Akane YAMAGUCHI Rank 4 Elo 2390 (+13),13-21 / 21-14 / 25-23,Supanida KATETHONG Rank 10 Elo 2192 (-12),72,https://badmintonranks.com/tournament?id=14357,2,Akane YAMAGUCHI,4,2390,Supanida KATETHONG,10,2192
2024-12-13,Group A,WD,Nami MA.. / Chiharu S.. Rank 4 Elo 2188 (+11),21-17 / 21-13,Treesa J.. / GAYATRI .. Rank 13 Elo 1963 (-12),49,https://badmintonranks.com/tournament?id=14357,2,Nami MA.. / Chiharu S..,4,2188,Treesa J.. / GAYATRI ..,13,1963
2024-12-13,Group A,WD,LIU Shen.. / TAN Ning Rank 1 Elo 2412 (+7),21-9 / 18-21 / 21-18,Pearly TA.. / THINAAH .. Rank 6 Elo 2079 (-7),76,https://badmintonranks.com/tournament?id=14357,2,LIU Shen.. / TAN Ning,1,2412,Pearly TA.. / THINAAH ..,6,2079
2024-12-13,Group A,WS,Aya OHORI Rank 9 Elo 2252 (+15),21-18 / 21-15,Busanan ONGBAMRUN.. Rank 12 Elo 2104 (-16),42,https://badmintonranks.com/tournament?id=14357,2,Aya OHORI,9,2252,Busanan ONGBAMRUN..,12,2104
2024-12-13,Group B,WS,AN Se Young Rank 1 Elo 2641 (+7),21-11 / 21-15,HAN Yue Rank 8 Elo 2316 (-6),38,https://badmintonranks.com/tournament?id=14357,2,AN Se Young,1,2641,HAN Yue,8,2316
2024-12-13,Group A,XD,ZHENG .. / HUANG Y.. Rank 3 Elo 2477 (+2),21-19 / 21-17,YANG Po.. / HU Ling F.. Rank 14 Elo 1925 (-2),33,https://badmintonranks.com/tournament?id=14357,2,ZHENG .. / HUANG Y..,3,2477,YANG Po.. / HU Ling F..,14,1925
2024-12-13,Group A,XD,JIANG Zh.. / WEI Ya Xin Rank 2 Elo 2351 (+10),21-16 / 19-21 / 21-15,TANG Ch.. / TSE Ying .. Rank 6 Elo 2123 (-11),63,https://badmintonranks.com/tournament?id=14357,2,JIANG Zh.. / WEI Ya Xin,2,2351,TANG Ch.. / TSE Ying ..,6,2123
2024-12-13,Group B,XD,CHEN Ta.. / TOH Ee W.. Rank 8 Elo 2187 (+10),21-17 / 21-18,Hiroki MI.. / Natsu SAI.. Rank 21 Elo 1941 (-11),41,https://badmintonranks.com/tournament?id=14357,2,CHEN Ta.. / TOH Ee W..,8,2187,Hiroki MI.. / Natsu SAI..,21,1941
2024-12-13,Group B,XD,GOH Soo.. / LAI Shevo.. Rank 10 Elo 2055 (+22),17-21 / 21-15 / 21-14,Dejan FE.. / Gloria Em.. Rank 13 Elo 2004 (-23),70,https://badmintonranks.com/tournament?id=14357,2,GOH Soo.. / LAI Shevo..,10,2055,Dejan FE.. / Gloria Em..,13,2004
2024-12-12,Group B,MD,Aaron CH.. / SOH Wooi.. Rank 5 Elo 2154 (+26),19-21 / 21-14 / 21-15,Fajar ALF.. / Muhamma.. Rank 4 Elo 2167 (-26),58,https://badmintonranks.com/tournament?id=14357,2,Aaron CH.. / SOH Wooi..,5,2154,Fajar ALF.. / Muhamma..,4,2167
2024-12-12,Group A,MS,LEE Zii Jia Rank 8 Elo 2294 (+36),21-14 / 21-19,Anders ANTONSEN Rank 2 Elo 2451 (-36),47,https://badmintonranks.com/tournament?id=14357,2,LEE Zii Jia,8,2294,Anders ANTONSEN,2,2451
2024-12-12,Group A,MD,GOH Sze.. / Nur IZZUD.. Rank 7 Elo 2148 (+10),15-21 / 21-19 / 21-13,LEE Jhe-.. / YANG Po-.. Rank 10 Elo 1915 (-12),52,https://badmintonranks.com/tournament?id=14357,2,GOH Sze.. / Nur IZZUD..,7,2148,LEE Jhe-.. / YANG Po-..,10,1915
2024-12-12,Group A,MS,LI Shi Feng Rank 6 Elo 2267 (+22),18-21 / 21-14 / 21-13,CHOU Tien Chen Rank 9 Elo 2220 (-22),73,https://badmintonranks.com/tournament?id=14357,2,LI Shi Feng,6,2267,CHOU Tien Chen,9,2220
2024-12-12,Group B,MD,Sabar Ka.. / Moh Reza.. Rank 11 Elo 2051 (+30),21-17 / 21-11,HE Ji Ting / REN Xian.. Rank 6 Elo 2102 (-30),33,https://badmintonranks.com/tournament?id=14357,2,Sabar Ka.. / Moh Reza..,11,2051,HE Ji Ting / REN Xian..,6,2102
2024-12-12,Group A,MD,Kim AST.. / Anders Sk.. Rank 3 Elo 2202 (+27),13-21 / 21-19 / 21-19,LEE Yang / WANG Ch.. Rank 13 Elo 2214 (-26),65,https://badmintonranks.com/tournament?id=14357,3,Kim AST.. / Anders Sk..,3,2202,LEE Yang / WANG Ch..,13,2214
2024-12-12,Group A,WS,Gregoria Mariska TUNJ.. Rank 6 Elo 2280 (+14),10-21 / 21-10 / 21-11,Busanan ONGBAMRUN.. Rank 12 Elo 2118 (-14),56,https://badmintonranks.com/tournament?id=14357,3,Gregoria Mariska TUNJ..,6,2280,Busanan ONGBAMRUN..,12,2118
2024-12-12,Group B,WS,HAN Yue Rank 8 Elo 2297 (+19),21-16 / 21-18,Supanida KATETHONG Rank 10 Elo 2211 (-19),48,https://badmintonranks.com/tournament?id=14357,3,HAN Yue,8,2297,Supanida KATETHONG,10,2211
2024-12-12,Group B,WD,Febriana .. / Amallia C.. Rank 10 Elo 1962 (+41),21-15 / 21-12,Rin IWAN.. / Kie NAKA.. Rank 5 Elo 2157 (-39),47,https://badmintonranks.com/tournament?id=14357,3,Febriana .. / Amallia C..,10,1962,Rin IWAN.. / Kie NAKA..,5,2157
2024-12-12,Group B,WD,CHEN Qi.. / JIA Yi Fan Rank 3 Elo 2474 (+11),21-16 / 21-16,BAEK Ha.. / LEE So H.. Rank 2 Elo 2244 (-11),52,https://badmintonranks.com/tournament?id=14357,3,CHEN Qi.. / JIA Yi Fan,3,2474,BAEK Ha.. / LEE So H..,2,2244
2024-12-12,Group B,MS,Jonatan CHRISTIE Rank 4 Elo 2345 (+17),21-12 / 21-11,Kodai NARAOKA Rank 7 Elo 2219 (-16),42,https://badmintonranks.com/tournament?id=14357,3,Jonatan CHRISTIE,4,2345,Kodai NARAOKA,7,2219
2024-12-12,Group B,WS,Akane YAMAGUCHI Rank 4 Elo 2346 (+44),22-20 / 17-21 / 21-15,AN Se Young Rank 1 Elo 2685 (-44),71,https://badmintonranks.com/tournament?id=14357,3,Akane YAMAGUCHI,4,2346,AN Se Young,1,2685
2024-12-12,Group A,WS,Aya OHORI Rank 9 Elo 2212 (+40),21-17 / 13-21 / 21-19,WANG Zhi Yi Rank 2 Elo 2440 (-40),76,https://badmintonranks.com/tournament?id=14357,3,Aya OHORI,9,2212,WANG Zhi Yi,2,2440
2024-12-12,Group B,MS,SHI Yu Qi Rank 1 Elo 2448 (+19),14-21 / 21-19 / 25-23,Kunlavut VITIDSARN Rank 5 Elo 2366 (-19),90,https://badmintonranks.com/tournament?id=14357,3,SHI Yu Qi,1,2448,Kunlavut VITIDSARN,5,2366
2024-12-12,Group A,XD,ZHENG .. / HUANG Y.. Rank 3 Elo 2471 (+6),14-21 / 21-13 / 21-18,TANG Ch.. / TSE Ying .. Rank 6 Elo 2130 (-7),59,https://badmintonranks.com/tournament?id=14357,3,ZHENG .. / HUANG Y..,3,2471,TANG Ch.. / TSE Ying ..,6,2130
2024-12-12,Group A,WD,Treesa J.. / GAYATRI .. Rank 13 Elo 1921 (+42),21-19 / 21-19,Pearly TA.. / THINAAH .. Rank 6 Elo 2117 (-38),46,https://badmintonranks.com/tournament?id=14357,3,Treesa J.. / GAYATRI ..,13,1921,Pearly TA.. / THINAAH ..,6,2117
2024-12-12,Group A,WD,LIU Shen.. / TAN Ning Rank 1 Elo 2400 (+12),21-7 / 21-14,Nami MA.. / Chiharu S.. Rank 4 Elo 2200 (-12),47,https://badmintonranks.com/tournament?id=14357,3,LIU Shen.. / TAN Ning,1,2400,Nami MA.. / Chiharu S..,4,2200
2024-12-12,Group A,XD,JIANG Zh.. / WEI Ya Xin Rank 2 Elo 2346 (+5),21-17 / 21-19,YANG Po.. / HU Ling F.. Rank 14 Elo 1930 (-5),38,https://badmintonranks.com/tournament?id=14357,3,JIANG Zh.. / WEI Ya Xin,2,2346,YANG Po.. / HU Ling F..,14,1930
2024-12-12,Group B,XD,GOH Soo.. / LAI Shevo.. Rank 10 Elo 2034 (+21),21-14 / 21-14,Hiroki MI.. / Natsu SAI.. Rank 21 Elo 1962 (-21),35,https://badmintonranks.com/tournament?id=14357,3,GOH Soo.. / LAI Shevo..,10,2034,Hiroki MI.. / Natsu SAI..,21,1962
2024-12-12,Group B,XD,CHEN Ta.. / TOH Ee W.. Rank 8 Elo 2172 (+15),21-17 / 21-18,Dejan FE.. / Gloria Em.. Rank 13 Elo 2019 (-15),50,https://badmintonranks.com/tournament?id=14357,3,CHEN Ta.. / TOH Ee W..,8,2172,Dejan FE.. / Gloria Em..,13,2019
2024-12-11,Group A,MD,Kim AST.. / Anders Sk.. Rank 3 Elo 2177 (+25),21-18 / 16-21 / 21-14,GOH Sze.. / Nur IZZUD.. Rank 7 Elo 2173 (-25),74,https://badmintonranks.com/tournament?id=14357,3,Kim AST.. / Anders Sk..,3,2177,GOH Sze.. / Nur IZZUD..,7,2173
2024-12-11,Group A,MD,LEE Yang / WANG Ch.. Rank 13 Elo 2206 (+8),16-21 / 21-16 / 21-18,LEE Jhe-.. / YANG Po-.. Rank 10 Elo 1924 (-9),54,https://badmintonranks.com/tournament?id=14357,3,LEE Yang / WANG Ch..,13,2206,LEE Jhe-.. / YANG Po-..,10,1924
2024-12-11,Group A,MS,Anders ANTONSEN Rank 2 Elo 2437 (+14),21-14 / 21-19,LI Shi Feng Rank 6 Elo 2282 (-15),58,https://badmintonranks.com/tournament?id=14357,3,Anders ANTONSEN,2,2437,LI Shi Feng,6,2282
2024-12-11,Group B,MD,Fajar ALF.. / Muhamma.. Rank 4 Elo 2147 (+20),28-26 / 21-18,Sabar Ka.. / Moh Reza.. Rank 11 Elo 2071 (-20),57,https://badmintonranks.com/tournament?id=14357,3,Fajar ALF.. / Muhamma..,4,2147,Sabar Ka.. / Moh Reza..,11,2071
2024-12-11,Group B,WD,CHEN Qi.. / JIA Yi Fan Rank 3 Elo 2467 (+7),21-11 / 21-17,Rin IWAN.. / Kie NAKA.. Rank 5 Elo 2164 (-7),57,https://badmintonranks.com/tournament?id=14357,3,CHEN Qi.. / JIA Yi Fan,3,2467,Rin IWAN.. / Kie NAKA..,5,2164
2024-12-11,Group B,MD,Aaron CH.. / SOH Wooi.. Rank 5 Elo 2128 (+26),17-21 / 21-18 / 21-15,HE Ji Ting / REN Xian.. Rank 6 Elo 2127 (-25),63,https://badmintonranks.com/tournament?id=14357,4,Aaron CH.. / SOH Wooi..,5,2128,HE Ji Ting / REN Xian..,6,2127
2024-12-11,Group A,WS,WANG Zhi Yi Rank 2 Elo 2432 (+8),21-19 / 21-14,Busanan ONGBAMRUN.. Rank 12 Elo 2126 (-8),56,https://badmintonranks.com/tournament?id=14357,4,WANG Zhi Yi,2,2432,Busanan ONGBAMRUN..,12,2126
2024-12-11,Group A,MS,LEE Zii Jia Rank 8 Elo 2270 (+24),21-13 / 21-15,CHOU Tien Chen Rank 9 Elo 2244 (-24),39,https://badmintonranks.com/tournament?id=14357,4,LEE Zii Jia,8,2270,CHOU Tien Chen,9,2244
2024-12-11,Group B,WD,BAEK Ha.. / LEE So H.. Rank 2 Elo 2234 (+10),21-6 / 21-17,Febriana .. / Amallia C.. Rank 10 Elo 1972 (-10),37,https://badmintonranks.com/tournament?id=14357,4,BAEK Ha.. / LEE So H..,2,2234,Febriana .. / Amallia C..,10,1972
2024-12-11,Group A,XD,JIANG Zh.. / WEI Ya Xin Rank 2 Elo 2308 (+38),21-17 / 22-20,ZHENG .. / HUANG Y.. Rank 3 Elo 2509 (-38),42,https://badmintonranks.com/tournament?id=14357,4,JIANG Zh.. / WEI Ya Xin,2,2308,ZHENG .. / HUANG Y..,3,2509
2024-12-11,Group A,WS,Aya OHORI Rank 9 Elo 2177 (+35),21-15 / 21-13,Gregoria Mariska TUNJ.. Rank 6 Elo 2314 (-34),38,https://badmintonranks.com/tournament?id=14357,4,Aya OHORI,9,2177,Gregoria Mariska TUNJ..,6,2314
2024-12-11,Group B,MS,Kunlavut VITIDSARN Rank 5 Elo 2349 (+17),24-22 / 21-18,Kodai NARAOKA Rank 7 Elo 2237 (-18),75,https://badmintonranks.com/tournament?id=14357,4,Kunlavut VITIDSARN,5,2349,Kodai NARAOKA,7,2237
2024-12-11,Group B,MS,SHI Yu Qi Rank 1 Elo 2427 (+21),21-16 / 17-21 / 21-8,Jonatan CHRISTIE Rank 4 Elo 2366 (-21),64,https://badmintonranks.com/tournament?id=14357,4,SHI Yu Qi,1,2427,Jonatan CHRISTIE,4,2366
2024-12-11,Group A,WD,Nami MA.. / Chiharu S.. Rank 4 Elo 2177 (+23),13-21 / 21-17 / 21-18,Pearly TA.. / THINAAH .. Rank 6 Elo 2140 (-23),74,https://badmintonranks.com/tournament?id=14357,4,Nami MA.. / Chiharu S..,4,2177,Pearly TA.. / THINAAH ..,6,2140
2024-12-11,Group B,WS,HAN Yue Rank 8 Elo 2264 (+33),21-19 / 21-17,Akane YAMAGUCHI Rank 4 Elo 2380 (-34),48,https://badmintonranks.com/tournament?id=14357,4,HAN Yue,8,2264,Akane YAMAGUCHI,4,2380
2024-12-11,Group A,XD,TANG Ch.. / TSE Ying .. Rank 6 Elo 2116 (+14),21-15 / 21-17,YANG Po.. / HU Ling F.. Rank 14 Elo 1945 (-15),39,https://badmintonranks.com/tournament?id=14357,4,TANG Ch.. / TSE Ying ..,6,2116,YANG Po.. / HU Ling F..,14,1945
2024-12-11,Group A,WD,LIU Shen.. / TAN Ning Rank 1 Elo 2397 (+3),20-22 / 22-20 / 21-14,Treesa J.. / GAYATRI .. Rank 13 Elo 1924 (-3),82,https://badmintonranks.com/tournament?id=14357,4,LIU Shen.. / TAN Ning,1,2397,Treesa J.. / GAYATRI ..,13,1924
2024-12-11,Group B,WS,AN Se Young Rank 1 Elo 2682 (+3),21-16 / 21-14,Supanida KATETHONG Rank 10 Elo 2214 (-3),44,https://badmintonranks.com/tournament?id=14357,4,AN Se Young,1,2682,Supanida KATETHONG,10,2214
2024-12-11,Group B,XD,CHEN Ta.. / TOH Ee W.. Rank 8 Elo 2153 (+19),14-21 / 21-10 / 21-14,GOH Soo.. / LAI Shevo.. Rank 10 Elo 2052 (-18),50,https://badmintonranks.com/tournament?id=14357,4,CHEN Ta.. / TOH Ee W..,8,2153,GOH Soo.. / LAI Shevo..,10,2052
2024-12-11,Group B,XD,Dejan FE.. / Gloria Em.. Rank 13 Elo 1993 (+26),23-21 / 16-21 / 21-11,Hiroki MI.. / Natsu SAI.. Rank 21 Elo 1989 (-27),61,https://badmintonranks.com/tournament?id=14357,4,Dejan FE.. / Gloria Em..,13,1993,Hiroki MI.. / Natsu SAI..,21,1989
