date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,tournament_name
2024-06-06,Round 2,MD,GOH Sze.. / Nur IZZUD.. Rank 13 Elo 2071 (+18),16-21 / 21-16 / 21-12,Leo Rolly.. / Daniel MA.. Rank 14 Elo 1964 (-19),59,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,WS,Gregoria Mariska TUNJ.. Rank 9 Elo 2362 (+13),21-13 / 21-15,Supanida KATETHONG Rank 15 Elo 2191 (-14),34,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,MD,MAN Wei.. / TEE Kai .. Rank 20 Elo 2008 (+20),21-18 / 19-21 / 21-12,Rasmus .. / Frederik S.. Rank 15 Elo 1922 (-21),61,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,WS,SUNG Shuo Yun Rank 31 Elo 1880 (+45),20-22 / 21-14 / 21-17,Ratchanok INTANON Rank 13 Elo 2093 (-40),66,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,WD,KIM So Y.. / KONG H.. (6) Rank 6 Elo 2125 (+6),21-13 / 21-11,YEUNG .. / YEUNG P.. Rank 21 Elo 1763 (-7),41,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,XD,FENG Ya.. / HUANG .. (2) Rank 2 Elo 2375 (+4),21-10 / 22-20,Yuki KAN.. / Misaki MA.. Rank 28 Elo 1911 (-3),42,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,WS,CHEN Yu Fei (2) Rank 2 Elo 2555 (+8),21-10 / 21-11,Aya OHORI Rank 11 Elo 2260 (-8),34,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,MS,SHI Yu Qi (2) Rank 2 Elo 2562 (+5),21-16 / 21-16,LU Guang Zu Rank 15 Elo 2183 (-5),36,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,MS,LEONG Jun Hao Rank 32 Elo 2168 (+34),21-18 / 13-21 / 21-17,CHOU Tien Chen Rank 11 Elo 2291 (-34),67,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,MS,LI Shi Feng (6) Rank 4 Elo 2282 (+11),21-11 / 21-13,Christo POPOV Rank 24 Elo 2047 (-11),40,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,WS,WANG Zhi Yi (6) Rank 6 Elo 2445 (+5),21-13 / 21-13,Ester Nurumi Tri WARD.. Rank 35 Elo 2046 (-4),47,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,WD,LI Yi jing / LUO Xu m.. Rank 22 Elo 1955 (+47),21-19 / 21-15,Nami MA.. / Chiharu .. (4) Rank 3 Elo 2268 (-43),47,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,MD,LU Ching.. / YANG Po .. Rank 25 Elo 1834 (+53),21-16 / 21-14,Aaron CH.. / SOH Wo.. (5) Rank 5 Elo 2165 (-45),38,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,MS,Toma Junior POPOV Rank 23 Elo 2093 (+32),21-18 / 8-21 / 21-12,Rasmus GEMKE Rank 26 Elo 2174 (-31),73,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,XD,Dechapol.. / Sapsiree .. (6) Rank 6 Elo 2162 (+4),21-8 / 21-13,Adnan M.. / Nita Violin.. Rank 46 Elo 1760 (-6),31,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2231 (+10),21-12 / 21-7,YANG Po.. / HU Ling F.. Rank 24 Elo 1979 (-10),24,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,WS,Carolina MARIN (3) Rank 3 Elo 2510 (+3),21-12 / 21-7,HSU Wen Chi Rank 26 Elo 2007 (-3),32,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,WS,HAN Yue (7) Rank 7 Elo 2302 (+12),21-17 / 18-21 / 21-12,GAO Fang jie Rank 27 Elo 2099 (-12),66,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,WD,Mayu MA.. / Wakana .. (7) Rank 7 Elo 2181 (+14),19-21 / 21-19 / 21-19,Treesa J.. / GAYATRI .. Rank 25 Elo 2014 (-14),75,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-06,Round 2,XD,Dejan FE.. / Gloria Em.. Rank 18 Elo 2036 (+44),21-15 / 15-21 / 21-4,SEO Seu.. / CHAE Yu.. (4) Rank 3 Elo 2330 (-43),54,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-05,Round 1,XD,KIM Won .. / JEONG .. (8) Rank 8 Elo 2168 (+15),21-13 / 17-21 / 21-11,Hiroki MI.. / Natsu SAI.. Rank 10 Elo 2006 (-15),46,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-05,Round 1,WS,Ratchanok INTANON Rank 13 Elo 2089 (+4),21-18 / 21-6,AAKARSHI KASHYAP Rank 41 Elo 1681 (-7),34,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-05,Round 1,WS,CHEN Yu Fei (2) Rank 2 Elo 2554 (+1),21-14 / 21-10,Yvonne LI Rank 30 Elo 1865 (-1),33,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-05,Round 1,WD,ZHANG .. / ZHENG .. (5) Rank 5 Elo 2213 (+5),21-13 / 21-11,HSU Ya .. / LIN Wan .. Rank 27 Elo 1810 (-6),33,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-05,Round 1,MD,Christo P.. / Toma Juni.. Rank 37 Elo 1695 (+42),21-18 / 23-21,Alexande.. / Adam HA.. Rank 32 Elo 1704 (-41),36,https://badmintonranks.com/tournament?id=14083,4,Indonesia Open 2024
2024-06-05,Round 1,WS,SUNG Shuo Yun Rank 31 Elo 1880 (+0),W.O.,Akane YAMAGUCHI (5) Rank 5 Elo 2451 (-0),0,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MD,LIANG W.. / WANG C.. (2) Rank 2 Elo 2228 (+3),21-16 / 21-9,XIE Hao .. / ZENG Wei.. Rank 60 Elo 1755 (-5),24,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,XD,TAN Kian.. / LAI Pei Jin.. Rank 21 Elo 1924 (+27),21-9 / 21-15,Koceila M.. / Tanina Vio.. Rank 47 Elo 1916 (-27),24,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,WD,Maiken F.. / Sara THY.. Rank 24 Elo 1850 (+25),21-12 / 21-18,Jesita Put.. / Febi SETI.. Rank 45 Elo 1794 (-27),41,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MD,GOH Sze.. / Nur IZZUD.. Rank 13 Elo 2063 (+8),21-6 / 21-7,DONG A.. / Nyl YAKU.. Rank 35 Elo 1746 (-10),24,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,XD,Mathias .. / Alexandra .. Rank 14 Elo 2086 (+14),18-21 / 21-11 Ret.,Yuta WAT.. / Arisa IGA.. (3) Rank 4 Elo 2207 (-13),35,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,WS,Aya OHORI Rank 11 Elo 2254 (+6),19-21 / 21-17 / 21-18,PAI Yu Po Rank 28 Elo 1919 (-7),69,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MS,CHOU Tien Chen Rank 11 Elo 2274 (+17),21-17 / 21-14,LIN Chun-Yi Rank 17 Elo 2151 (-17),40,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,XD,Robin TA.. / Selena PI.. Rank 13 Elo 2045 (+12),19-21 / 21-18 / 21-12,Presley S.. / Allison Qu.. Rank 36 Elo 1836 (-14),54,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MD,Muhamm.. / Bagas MA.. Rank 11 Elo 2032 (+27),18-21 / 21-18 / 21-18,LIU Yu C.. / OU Xuan .. (8) Rank 9 Elo 2041 (-27),62,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,WD,Tanisha .. / Ashwini P.. Rank 20 Elo 1829 (+18),21-15 / 21-15,Jackie D.. / Crystal LAI Rank 62 Elo 1679 (-25),34,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MD,Hendra S.. / Mohamma.. Rank 16 Elo 1953 (+27),19-21 / 21-12 / 21-13,Supak JO.. / Kittinupon.. Rank 22 Elo 1958 (-28),45,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,WD,LIU Shen.. / TAN Ning (3) Rank 4 Elo 2276 (+6),21-13 / 21-12,Febriana .. / Amallia C.. Rank 15 Elo 1911 (-7),39,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,WD,CHANG .. / YANG Chi.. Rank 33 Elo 1749 (+27),21-17 / 21-18,Polina B.. / Yevheniia .. Rank 68 Elo 1664 (-34),33,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MS,LEONG Jun Hao Rank 32 Elo 2125 (+43),21-13 / 16-21 / 21-12,Jonatan CHRISTIE (3) Rank 3 Elo 2412 (-43),62,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MS,Rasmus GEMKE Rank 26 Elo 2142 (+32),21-12 / 21-10,Kodai NARAOKA (5) Rank 6 Elo 2242 (-33),54,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MD,Leo Rolly.. / Daniel MA.. Rank 14 Elo 1918 (+46),21-14 / 21-17,Fajar ALF.. / Muhamm.. (7) Rank 7 Elo 2196 (-42),37,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MD,Kim AST.. / Anders S.. (4) Rank 4 Elo 2198 (+7),21-15 / 21-19,LEE Fan.. / LEE Fang-.. Rank 23 Elo 1861 (-7),48,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2228 (+3),19-21 / 21-13 / 21-18,YAP Roy .. / Valeree SI.. Rank 52 Elo 1725 (-4),50,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,XD,YANG Po.. / HU Ling F.. Rank 24 Elo 1946 (+33),21-16 / 18-21 / 21-17,Rinov RI.. / Pitha Hani.. Rank 15 Elo 2024 (-32),56,https://badmintonranks.com/tournament?id=14083,5,Indonesia Open 2024
2024-06-05,Round 1,MS,LI Shi Feng (6) Rank 4 Elo 2274 (+8),21-18 / 21-12,Brian YANG Rank 25 Elo 1997 (-9),49,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,XD,FENG Ya.. / HUANG .. (2) Rank 2 Elo 2372 (+3),21-16 / 18-21 / 21-16,GUO Xin .. / CHEN Fa.. Rank 79 Elo 1923 (-3),51,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,WS,HSU Wen Chi Rank 26 Elo 1961 (+46),21-15 / 15-21 / 21-14,PUSARLA V. Sindhu Rank 12 Elo 2251 (-42),70,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,MS,Toma Junior POPOV Rank 23 Elo 2073 (+20),21-15 / 12-21 / 29-27,WANG Tzu Wei Rank 22 Elo 1991 (-20),85,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,MS,SHI Yu Qi (2) Rank 2 Elo 2560 (+2),21-16 / 21-13,LEI Lan Xi Rank 33 Elo 1988 (-2),38,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,MD,Kenya MI.. / Hiroki OK.. Rank 24 Elo 1908 (+21),21-10 / 25-23,Koceila M.. / Youcef Sa.. Rank 62 Elo 1818 (-23),35,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,XD,Yuki KAN.. / Misaki MA.. Rank 28 Elo 1878 (+33),21-19 / 22-20,HEE Yon.. / TAN Wei .. Rank 17 Elo 1928 (-32),49,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,WD,KIM So Y.. / KONG H.. (6) Rank 6 Elo 2123 (+2),21-12 / 21-9,Rutaparn.. / Swetaparn.. Rank 48 Elo 1585 (-5),36,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,MS,Christo POPOV Rank 24 Elo 2036 (+11),21-16 / 21-10,Julien CARRAGGI Rank 45 Elo 1808 (-13),39,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,WS,GAO Fang jie Rank 27 Elo 2096 (+3),21-14 / 21-8,THET Htar Thuzar Rank 43 Elo 1626 (-7),32,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,WS,Carolina MARIN (3) Rank 3 Elo 2503 (+7),21-16 / 21-18,ZHANG Yi Man Rank 17 Elo 2198 (-7),46,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,MS,LU Guang Zu Rank 15 Elo 2169 (+14),14-21 / 21-19 / 21-17,SU Li Yang Rank 30 Elo 2004 (-15),74,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,MD,HE Ji Ting / REN Xian.. Rank 8 Elo 2244 (+22),9-21 / 21-18 / 21-12,Takuro H.. / Yugo KO.. (6) Rank 6 Elo 2205 (-22),52,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,WD,YEUNG .. / YEUNG P.. Rank 21 Elo 1735 (+28),21-17 / 21-18,Vivian H.. / LIM Chiew.. Rank 39 Elo 1650 (-35),44,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2513 (+2),21-23 / 21-15 / 21-13,Rehan N.. / Lisa Ayu K.. Rank 19 Elo 1948 (-2),59,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,WD,Nami MA.. / Chiharu .. (4) Rank 3 Elo 2264 (+4),21-14 / 21-17,Francesc.. / Allison Qu.. Rank 37 Elo 1845 (-5),46,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,WS,HAN Yue (7) Rank 7 Elo 2288 (+14),21-18 / 16-21 / 21-19,ZHANG Beiwen Rank 10 Elo 2116 (-14),58,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-05,Round 1,WS,AN Se Young (1) Rank 1 Elo 2684 (+1),20-22 / 21-7 / 21-11,Tomoka MIYAZAKI Rank 24 Elo 2017 (-1),61,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-04,Round 1,MS,Priyanshu RAJAWAT Rank 34 Elo 1972 (+37),21-17 / 21-12,PRANNOY H. S. Rank 10 Elo 2117 (-35),39,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-04,Round 1,WD,Treesa J.. / GAYATRI .. Rank 25 Elo 2012 (+2),21-15 / 21-11,CHENG .. / SUN Yu H.. Rank 63 Elo 1430 (-6),29,https://badmintonranks.com/tournament?id=14083,6,Indonesia Open 2024
2024-06-04,Round 1,MD,LEE Jhe-.. / YANG Po-.. Rank 12 Elo 2082 (+4),19-21 / 21-14 / 21-14,LOW Han.. / NG Eng C.. Rank 53 Elo 1660 (-8),45,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MS,Kenta NISHIMOTO Rank 12 Elo 2190 (+29),17-21 / 21-11 / 21-8,Anthony Sinisuka GIN.. (7) Rank 9 Elo 2239 (-29),60,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,WD,Mayu MA.. / Wakana .. (7) Rank 7 Elo 2179 (+2),24-22 / 18-21 / 21-15,Julie FIN.. / Mai SURR.. Rank 55 Elo 1640 (-4),67,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,XD,TANG Ch.. / TSE Ying.. (7) Rank 7 Elo 2153 (+3),21-15 / 21-18,CHOON.. / GO Pei Ke.. Rank 48 Elo 1681 (-5),35,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MD,Rasmus .. / Frederik S.. Rank 15 Elo 1892 (+30),21-18 / 23-21,CHEN Bo.. / LIU Yi Rank 21 Elo 1913 (-30),46,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MD,LU Ching.. / YANG Po .. Rank 25 Elo 1816 (+18),21-15 / 21-16,Bjarne G.. / Jan Colin .. Rank 54 Elo 1657 (-26),35,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MD,Aaron CH.. / SOH Wo.. (5) Rank 5 Elo 2162 (+3),21-14 / 21-11,Vinson C.. / Joshua Y.. Rank 42 Elo 1625 (-5),26,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,WD,LI Yi jing / LUO Xu m.. Rank 22 Elo 1950 (+5),21-8 / 21-7,Ornnicha .. / Sukitta SU.. Rank 158 Elo 1545 (-12),28,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MD,MAN Wei.. / TEE Kai .. Rank 20 Elo 1962 (+46),20-22 / 21-16 / 21-17,KANG Mi.. / SEO Seu.. (3) Rank 3 Elo 2257 (-42),59,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MS,Kantaphon WANGCHA.. Rank 51 Elo 1823 (+54),21-16 / 21-9,Chico Aura DWI WARD.. Rank 27 Elo 2141 (-44),37,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MS,Anders ANTONSEN (4) Rank 5 Elo 2331 (+9),21-14 / 21-10,LEE Cheuk Yiu Rank 16 Elo 2067 (-9),36,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MD,Sabar Ka.. / Moh Reza.. Rank 29 Elo 1917 (+19),24-26 / 24-22 / 26-24,Rahmat .. / Yeremia E.. Rank 101 Elo 1808 (-22),72,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,WS,Gregoria Mariska TUNJ.. Rank 9 Elo 2358 (+4),21-14 / 21-17,Putri Kusuma WARDANI Rank 32 Elo 1909 (-4),36,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,WS,Supanida KATETHONG Rank 15 Elo 2158 (+33),21-17 / 21-18,Pornpawee CHOCHUW.. Rank 18 Elo 2257 (-32),43,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,WD,Apriyani .. / Siti Fadia.. (8) Rank 9 Elo 2107 (+22),21-17 / 16-21 / 21-14,Jongkolp.. / Rawinda .. Rank 10 Elo 2067 (-23),63,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MS,Lakshya SEN Rank 14 Elo 2233 (+10),21-12 / 21-17,Kanta TSUNEYAMA Rank 29 Elo 2003 (-11),40,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,XD,Dechapol.. / Sapsiree .. (6) Rank 6 Elo 2152 (+10),21-15 / 18-21 / 23-21,Supak JO.. / Supissara .. Rank 22 Elo 1906 (-11),58,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,WS,WANG Zhi Yi (6) Rank 6 Elo 2443 (+2),21-15 / 21-17,GOH Jin Wei Rank 33 Elo 1914 (-3),35,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MS,Kunlavut VITIDSARN (8) Rank 8 Elo 2282 (+16),21-13 / 21-10,LOH Kean Yew Rank 13 Elo 2156 (-17),36,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,WD,Margot L.. / Anne TRAN Rank 16 Elo 1998 (+30),21-19 / 21-18,LI Wen M.. / LIU Xuan .. Rank 17 Elo 2050 (-30),40,https://badmintonranks.com/tournament?id=14083,7,Indonesia Open 2024
2024-06-04,Round 1,MD,LEE Yang / WANG Ch.. Rank 10 Elo 2061 (+15),18-21 / 21-16 / 21-17,CHOON.. / Muhamma.. Rank 26 Elo 1891 (-16),55,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,MS,WENG Hong Yang Rank 19 Elo 2207 (+13),11-21 / 21-10 / 22-20,Kiran GEORGE Rank 36 Elo 2012 (-13),58,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,WS,Ester Nurumi Tri WARD.. Rank 35 Elo 2006 (+40),21-17 / 21-16,Nozomi OKUHARA Rank 16 Elo 2203 (-39),43,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,WS,Kirsty GILMOUR Rank 22 Elo 2034 (+22),21-10 / 21-18,NGUYEN Thuy Linh Rank 23 Elo 1971 (-22),35,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,WS,Pornpicha CHOEIKEEW.. Rank 40 Elo 1747 (+61),19-21 / 21-9 / 23-21,Michelle LI Rank 36 Elo 2049 (-44),51,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,MS,LEE Zii Jia Rank 7 Elo 2358 (+11),21-17 / 21-16,NG Ka Long Angus Rank 21 Elo 2141 (-11),40,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,XD,Dejan FE.. / Gloria Em.. Rank 18 Elo 2004 (+32),21-19 / 21-19,YE Hong .. / LEE Chia .. Rank 11 Elo 2074 (-31),40,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,XD,Adnan M.. / Nita Violin.. Rank 46 Elo 1723 (+37),21-11 / 21-19,Jan Colin.. / Isabel LO.. Rank 200 Elo 1713 (-37),35,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,WD,Pearly TA.. / THINAAH .. Rank 13 Elo 1998 (+10),21-19 / 22-20,SUNG Sh.. / YU Chien .. Rank 42 Elo 1743 (-13),40,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,WS,HE Bing Jiao (8) Rank 8 Elo 2410 (+4),13-21 / 21-15 / 21-17,Line Højmark KJAERSF.. Rank 21 Elo 1962 (-4),59,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,XD,REDDY .. / REDDY Si.. Rank 45 Elo 1741 (+36),18-21 / 21-16 / 21-17,Vinson C.. / Jennie GA.. Rank 31 Elo 1735 (-36),57,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,XD,LEE Chu.. / NG Tsz Ya.. Rank 23 Elo 1951 (+37),16-21 / 21-17 / 21-10,GOH Soo.. / LAI Shevo.. Rank 16 Elo 2088 (-35),43,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2024-06-04,Round 1,XD,SEO Seu.. / CHAE Yu.. (4) Rank 3 Elo 2318 (+12),21-13 / 21-15,CHEN Ta.. / TOH Ee W.. Rank 9 Elo 2111 (-12),32,https://badmintonranks.com/tournament?id=14083,8,Indonesia Open 2024
2023-06-18,Final,MS,Viktor AXELSEN (1) Rank 1 Elo 2567 (+18),21-14 / 21-13,Anthony Sinisuka GIN.. (2) Rank 2 Elo 2440 (-18),47,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-18,Final,MD,Satwiksai.. / Chirag S.. (7) Rank 6 Elo 2182 (+29),21-17 / 21-18,Aaron CH.. / SOH Wo.. (2) Rank 3 Elo 2193 (-29),43,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-18,Final,WD,BAEK Ha.. / LEE So H.. (5) Rank 2 Elo 2327 (+14),22-20 / 21-10,Yuki FUK.. / Sayaka H.. (7) Rank 9 Elo 2154 (-15),68,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-18,Final,WS,CHEN Yu Fei (4) Rank 4 Elo 2556 (+18),21-18 / 21-19,Carolina MARIN (6) Rank 6 Elo 2430 (-18),64,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-18,Final,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2448 (+15),21-14 / 21-11,Yuta WAT.. / Arisa IGA.. (2) Rank 3 Elo 2281 (-15),35,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-17,Semi final,MS,Anthony Sinisuka GIN.. (2) Rank 2 Elo 2421 (+19),21-17 / 21-15,LI Shi Feng Rank 10 Elo 2313 (-19),51,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-17,Semi final,MD,Aaron CH.. / SOH Wo.. (2) Rank 3 Elo 2175 (+18),12-21 / 23-21 / 21-13,Pramudy.. / Yeremia E.. Rank 25 Elo 2048 (-18),57,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-17,Semi final,WD,Yuki FUK.. / Sayaka H.. (7) Rank 9 Elo 2124 (+30),21-16 / 12-21 / 21-13,Mayu MA.. / Wakana N.. Rank 10 Elo 2160 (-30),80,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-17,Semi final,MS,Viktor AXELSEN (1) Rank 1 Elo 2558 (+9),21-15 / 21-15,PRANNOY H. S. (7) Rank 9 Elo 2289 (-9),46,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-17,Semi final,MD,Satwiksai.. / Chirag S.. (7) Rank 6 Elo 2153 (+29),17-21 / 21-19 / 21-18,KANG Mi.. / SEO Seun.. Rank 12 Elo 2177 (-29),67,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-17,Semi final,WD,BAEK Ha.. / LEE So H.. (5) Rank 2 Elo 2316 (+11),21-13 / 21-10,JEONG .. / KIM Hye .. (6) Rank 7 Elo 2069 (-10),52,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-17,Semi final,WS,Carolina MARIN (6) Rank 6 Elo 2413 (+17),21-12 / 21-11,Ratchanok INTANON (8) Rank 8 Elo 2270 (-16),43,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
2023-06-17,Semi final,XD,Yuta WAT.. / Arisa IGA.. (2) Rank 3 Elo 2271 (+10),22-20 / 11-21 / 21-16,TANG Ch.. / TSE Ying .. Rank 21 Elo 2014 (-10),60,https://badmintonranks.com/tournament?id=13710,1,Indonesia Open 2023
