date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,tournament_name
2025-06-04,Round 1,MS,LOH Kean Yew Rank 10 Elo 2277 (+6),22-20 / 21-9,Kiran GEORGE Rank 37 Elo 1951 (-7),32,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,XD,Jesper T.. / Amalie M.. (5) Rank 8 Elo 2020 (+10),21-15 / 21-17,Alexande.. / Julie MAC.. Rank 21 Elo 1770 (-13),34,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,MS,Kunlavut VITIDSARN (2) Rank 1 Elo 2490 (+5),21-14 / 21-12,WANG Tzu Wei Rank 26 Elo 2094 (-5),38,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,WS,HAN Yue (4) Rank 4 Elo 2342 (+14),21-19 / 21-19,YEO Jia Min Rank 11 Elo 2185 (-15),41,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,WS,GAO Fang jie Rank 14 Elo 2226 (+3),19-21 / 21-10 / 21-15,Polina BUHROVA Rank 44 Elo 1699 (-4),66,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,WS,Tomoka MIYAZAKI (7) Rank 7 Elo 2161 (+19),19-21 / 21-14 / 25-23,Michelle LI Rank 18 Elo 2078 (-19),80,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,XD,Yuichi SH.. / Sayaka H.. Rank 24 Elo 1812 (+23),21-14 / 21-9,Rohan K.. / GADDE R.. Rank 29 Elo 1712 (-29),33,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,MS,LEE Chia Hao Rank 19 Elo 2090 (+41),22-20 / 24-26 / 21-13,LU Guang Zu Rank 11 Elo 2318 (-39),68,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,MD,LIANG W.. / WANG C.. (4) Rank 4 Elo 2140 (+8),23-21 / 22-20,ONG Yew.. / TEO Ee Yi Rank 32 Elo 1849 (-10),37,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,MS,CHOU Tien Chen (6) Rank 7 Elo 2101 (+38),22-20 / 21-18,LIN Chun-Yi Rank 14 Elo 2277 (-37),42,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,WS,CHEN Yu Fei (5) Rank 5 Elo 2656 (+1),21-10 / 21-15,Pornpicha CHOEIKEEW.. Rank 32 Elo 1973 (-1),36,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,WS,Natsuki NIDAIRA Rank 17 Elo 2071 (+23),23-21 / 22-20,NGUYEN Thuy Linh Rank 24 Elo 2033 (-23),51,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,XD,Sathish K.. / Aadya VA.. Rank 37 Elo 1652 (+79),15-21 / 21-16 / 21-17,YE Hong .. / Nicole Go.. Rank 16 Elo 1951 (-46),45,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,XD,Mads VE.. / Christine .. Rank 23 Elo 1807 (+14),21-15 / 21-9,Ashith S.. / Amrutha P.. Rank 44 Elo 1589 (-25),26,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,XD,CHEN Ta.. / TOH Ee .. (2) Rank 4 Elo 2078 (+12),21-11 / 16-21 / 21-14,DHRUV .. / Tanisha C.. Rank 17 Elo 1879 (-14),59,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,MD,HUANG .. / LIU Yang Rank 24 Elo 1834 (+35),22-20 / 24-22,LIU Kuan.. / YANG Po .. Rank 20 Elo 1888 (-33),52,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,MS,Christo POPOV Rank 20 Elo 2160 (+25),21-19 / 21-13,Toma Junior POPOV Rank 17 Elo 2148 (-25),41,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,XD,Dechapol.. / Supissar.. (6) Rank 6 Elo 2213 (+7),21-18 / 21-13,Dejan FE.. / Siti Fadia .. Rank 30 Elo 1904 (-8),40,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-04,Round 1,XD,Adnan M.. / Indah Cah.. Rank 32 Elo 1799 (+58),24-22 / 21-12,TANG Ch.. / TSE Ying.. (1) Rank 3 Elo 2171 (-45),39,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-03,Round 1,MD,GOH Sze.. / Nur IZZU.. (1) Rank 1 Elo 2130 (+8),17-21 / 21-17 / 21-14,LEE Fan.. / LEE Fang-.. Rank 21 Elo 1855 (-11),58,https://badmintonranks.com/tournament?id=14466,6,Indonesia Open 2025
2025-06-03,Round 1,MD,Junaidi A.. / YAP Roy .. Rank 23 Elo 1899 (+0),W.O.,Eloi ADAM / Leo ROSS.. Rank 42 Elo 1803 (-0),0,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,WS,Akane YAMAGUCHI (3) Rank 3 Elo 2373 (+6),21-9 / 21-18,Line Højmark KJAERSF.. Rank 16 Elo 2012 (-6),29,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,WS,SUNG Shuo Yun Rank 20 Elo 1872 (+48),21-18 / 21-12,ZHANG Beiwen Rank 19 Elo 2155 (-43),36,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MS,Rasmus GEMKE Rank 28 Elo 2029 (+39),21-19 / 21-12,Kodai NARAOKA (7) Rank 6 Elo 2218 (-38),55,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MD,Nur Mohd.. / TAN Wee .. Rank 28 Elo 1753 (+48),21-17 / 21-12,XIE Hao .. / ZENG Wei.. Rank 29 Elo 1887 (-39),32,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MS,WANG Zheng Xing Rank 30 Elo 1974 (+40),21-15 / 21-10,Kenta NISHIMOTO Rank 13 Elo 2171 (-38),37,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,WD,JIA Yi Fan / ZHANG S.. Rank 8 Elo 2179 (+4),21-16 / 9-21 / 21-5,HU Ling .. / JHENG Y.. Rank 25 Elo 1722 (-5),38,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MD,Satwiksai.. / Chirag SH.. Rank 22 Elo 2153 (+18),18-21 / 21-18 / 21-14,Leo Rolly.. / Bagas MA.. Rank 10 Elo 2037 (-18),67,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,WD,BAEK Ha.. / LEE So H.. (3) Rank 3 Elo 2155 (+5),19-21 / 21-18 / 21-10,HSU Yin-.. / LIN Jhih Y.. Rank 16 Elo 1777 (-7),61,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MD,Sabar Ka.. / Moh Rez.. (8) Rank 8 Elo 2011 (+19),21-13 / 21-18,LEE Jhe-.. / YANG Po-.. Rank 15 Elo 1917 (-21),26,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MD,MAN Wei.. / TEE Kai .. (7) Rank 7 Elo 2104 (+9),21-6 / 21-11,CHEN Z.. / Presley S.. Rank 33 Elo 1832 (-11),21,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MS,Anders ANTONSEN (3) Rank 3 Elo 2292 (+9),21-11 / 21-12,CHI Yu Jen Rank 31 Elo 2023 (-9),44,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MS,Jonatan CHRISTIE (5) Rank 5 Elo 2315 (+8),8-21 / 21-11 / 21-12,Jia Heng Jason TEH Rank 24 Elo 2038 (-9),53,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,WD,Febriana .. / Amallia C.. (8) Rank 10 Elo 1954 (+7),21-4 / 21-10,Paulina C.. / Kornelia M.. Rank 43 Elo 1613 (-13),26,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,WD,Siti Sarah.. / Agnia Sri .. Rank 46 Elo 1690 (+34),21-16 / 21-14,Julie MA.. / Ciara TOR.. Rank 40 Elo 1622 (-42),37,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MS,Yushi TANAKA Rank 22 Elo 2024 (+31),21-15 / 20-22 / 22-20,NG Ka Long Angus Rank 23 Elo 2084 (-30),67,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,XD,Thom GI.. / Delphine .. Rank 10 Elo 2001 (+21),17-21 / 21-15 / 24-22,Rehan N.. / Gloria Em.. Rank 22 Elo 1926 (-21),74,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MS,Alwi FARHAN Rank 29 Elo 2110 (+18),21-17 / 21-18,PRANNOY H. S. Rank 33 Elo 2002 (-18),45,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,XD,CHENG .. / ZHANG C.. Rank 11 Elo 1974 (+34),17-21 / 21-9 / 21-18,GUO Xin .. / CHEN Fa.. (4) Rank 7 Elo 2071 (-33),53,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,MS,LEE Cheuk Yiu Rank 21 Elo 2112 (+32),21-16 / 7-21 / 23-21,Koki WATANABE Rank 16 Elo 2201 (-31),60,https://badmintonranks.com/tournament?id=14466,7,Indonesia Open 2025
2025-06-03,Round 1,WS,Pornpawee CHOCHU.. (6) Rank 8 Elo 2286 (+5),21-18 / 21-12,CHIU Pin-Chian Rank 27 Elo 1886 (-5),43,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,XD,HEE Yon.. / JIN Yu Jia Rank 27 Elo 1593 (+102),9-21 / 21-17 / 21-19,Rinov RI.. / Pitha Hani.. Rank 33 Elo 1981 (-49),62,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,WD,Apriyani .. / Febi SETI.. Rank 125 Elo 1842 (+17),21-16 / 24-22,CHANG .. / YANG Chi.. Rank 18 Elo 1682 (-24),48,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,WS,Supanida KATETHONG (8) Rank 9 Elo 2114 (+7),14-21 / 21-15 / 21-12,Rakshitha Sree SANTH.. Rank 43 Elo 1791 (-9),58,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,WS,Putri Kusuma WARDANI Rank 12 Elo 2172 (+3),16-21 / 15-16 Ret.,Malvika BANSOD Rank 23 Elo 1900 (-4),54,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,WS,KIM Ga Eun Rank 22 Elo 2189 (+4),21-15 / 21-9,Anupama UPADHYAYA Rank 42 Elo 1769 (-6),31,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,WS,PUSARLA V. Sindhu Rank 21 Elo 2045 (+27),22-20 / 21-23 / 21-15,Nozomi OKUHARA Rank 47 Elo 2067 (-27),79,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,XD,Jafar HID.. / Felisha Al.. Rank 15 Elo 1980 (+7),21-11 / 21-16,WONG Ti.. / LIM Chiew.. Rank 35 Elo 1655 (-12),31,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,XD,Hiroki MI.. / Natsu SA.. (7) Rank 9 Elo 2022 (+10),21-16 / 25-23,CHEN Ch.. / HSU Yin-.. Rank 19 Elo 1770 (-13),35,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,WD,LIU Shen.. / TAN Ning (1) Rank 1 Elo 2330 (+1),21-12 / 21-17,Ornnicha .. / Sukitta SU.. Rank 28 Elo 1554 (-2),36,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,MS,SHI Yu Qi (1) Rank 2 Elo 2479 (+6),21-11 / 20-22 / 21-15,Lakshya SEN Rank 18 Elo 2128 (-6),65,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,WD,HSIEH P.. / HUNG En-.. Rank 13 Elo 1895 (+23),21-14 / 17-21 / 21-15,Meilysa T.. / Rachel All.. Rank 31 Elo 1823 (-25),70,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,XD,FENG Ya.. / WEI Ya Xin Rank 48 Elo 2084 (+7),21-14 / 22-20,Presley S.. / Jennie GA.. Rank 40 Elo 1783 (-10),34,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,XD,Ruttanap.. / Jhenicha .. Rank 18 Elo 1843 (+28),21-9 / 21-14,YANG Po.. / HU Ling .. (8) Rank 12 Elo 1811 (-29),29,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2025-06-03,Round 1,WS,AN Se Young (1) Rank 1 Elo 2699 (+1),21-14 / 21-11,Busanan ONGBAMRUN.. Rank 13 Elo 2028 (-1),41,https://badmintonranks.com/tournament?id=14466,8,Indonesia Open 2025
2024-06-09,Final,MD,LIANG W.. / WANG C.. (2) Rank 2 Elo 2281 (+13),19-21 / 21-16 / 21-12,MAN Wei.. / TEE Kai .. Rank 20 Elo 2070 (-13),55,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-09,Final,MS,SHI Yu Qi (2) Rank 2 Elo 2581 (+13),21-9 / 12-21 / 21-14,Anders ANTONSEN (4) Rank 5 Elo 2389 (-14),71,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-09,Final,WS,CHEN Yu Fei (2) Rank 2 Elo 2588 (+36),21-14 / 14-21 / 21-18,AN Se Young (1) Rank 1 Elo 2706 (-36),82,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-09,Final,WD,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2407 (+32),21-17 / 21-13,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2469 (-33),57,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-09,Final,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2287 (+44),21-11 / 21-14,ZHENG .. / HUANG .. (1) Rank 1 Elo 2529 (-44),32,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,MD,MAN Wei.. / TEE Kai .. Rank 20 Elo 2045 (+25),29-27 / 21-13,Sabar Ka.. / Moh Reza.. Rank 29 Elo 2013 (-25),45,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,MS,Anders ANTONSEN (4) Rank 5 Elo 2364 (+25),21-15 / 19-21 / 21-11,Kunlavut VITIDSARN (8) Rank 8 Elo 2339 (-25),91,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,MD,LIANG W.. / WANG C.. (2) Rank 2 Elo 2256 (+25),21-13 / 21-15,Kim AST.. / Anders S.. (4) Rank 4 Elo 2229 (-25),32,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,MS,SHI Yu Qi (2) Rank 2 Elo 2571 (+10),19-21 / 21-19 / 21-14,LI Shi Feng (6) Rank 4 Elo 2312 (-10),79,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,WD,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2386 (+21),21-11 / 21-14,LIU Shen.. / TAN Ning (3) Rank 4 Elo 2306 (-21),46,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2458 (+11),21-10 / 15-21 / 21-17,Mayu MA.. / Wakana .. (7) Rank 7 Elo 2208 (-10),67,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,WS,CHEN Yu Fei (2) Rank 2 Elo 2564 (+24),21-11 / 17-21 / 21-13,Carolina MARIN (3) Rank 3 Elo 2526 (-24),74,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2277 (+10),21-16 / 21-18,TAN Kian.. / LAI Pei Jin.. Rank 21 Elo 2032 (-11),39,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,WS,AN Se Young (1) Rank 1 Elo 2695 (+11),23-21 / 21-13,WANG Zhi Yi (6) Rank 6 Elo 2470 (-11),57,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-08,Semi final,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2522 (+7),21-19 / 21-19,Dechapol.. / Sapsiree .. (6) Rank 6 Elo 2187 (-7),43,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-07,Quarter final,WD,LIU Shen.. / TAN Ning (3) Rank 4 Elo 2284 (+22),21-12 / 21-10,ZHANG .. / ZHENG .. (5) Rank 5 Elo 2224 (-22),29,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-07,Quarter final,MD,Kim AST.. / Anders S.. (4) Rank 4 Elo 2213 (+16),21-16 / 15-21 / 23-21,Muhamm.. / Bagas MA.. Rank 11 Elo 2066 (-16),69,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-07,Quarter final,MD,LIANG W.. / WANG C.. (2) Rank 2 Elo 2241 (+15),18-21 / 21-18 / 21-19,GOH Sze.. / Nur IZZUD.. Rank 13 Elo 2089 (-16),58,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-07,Quarter final,WD,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2376 (+10),21-10 / 16-21 / 21-10,KIM So Y.. / KONG H.. (6) Rank 6 Elo 2131 (-11),72,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-07,Quarter final,WD,Mayu MA.. / Wakana .. (7) Rank 7 Elo 2195 (+13),21-19 / 21-17,LI Yi jing / LUO Xu m.. Rank 22 Elo 2002 (-14),51,https://badmintonranks.com/tournament?id=14083,1,Indonesia Open 2024
2024-06-07,Quarter final,MD,Sabar Ka.. / Moh Reza.. Rank 29 Elo 1974 (+39),21-17 / 14-21 / 21-16,LEE Jhe-.. / YANG Po-.. Rank 12 Elo 2124 (-37),58,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,MS,Anders ANTONSEN (4) Rank 5 Elo 2343 (+21),24-22 / 21-18,Lakshya SEN Rank 14 Elo 2267 (-21),61,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,MD,MAN Wei.. / TEE Kai .. Rank 20 Elo 2028 (+17),21-17 / 18-21 / 21-10,LU Ching.. / YANG Po .. Rank 25 Elo 1887 (-18),57,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2454 (+4),22-20 / 21-18,Pearly TA.. / THINAAH .. Rank 13 Elo 2044 (-5),51,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,WS,AN Se Young (1) Rank 1 Elo 2686 (+9),21-17 / 21-14,HE Bing Jiao (8) Rank 8 Elo 2419 (-9),49,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,WS,WANG Zhi Yi (6) Rank 6 Elo 2450 (+20),21-8 / 21-18,Gregoria Mariska TUNJ.. Rank 9 Elo 2375 (-21),45,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,MS,Kunlavut VITIDSARN (8) Rank 8 Elo 2306 (+33),21-16 / 21-17,LEE Zii Jia Rank 7 Elo 2384 (-32),53,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,MS,LI Shi Feng (6) Rank 4 Elo 2293 (+19),21-11 / 21-12,LEONG Jun Hao Rank 32 Elo 2202 (-20),43,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,MS,SHI Yu Qi (2) Rank 2 Elo 2567 (+4),17-21 / 21-10 / 21-18,Toma Junior POPOV Rank 23 Elo 2125 (-4),65,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2516 (+6),21-17 / 21-10,TANG Ch.. / TSE Ying.. (7) Rank 7 Elo 2170 (-6),30,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,XD,TAN Kian.. / LAI Pei Jin.. Rank 21 Elo 1989 (+43),21-8 / 21-19,KIM Won .. / JEONG .. (8) Rank 8 Elo 2199 (-40),39,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2241 (+36),21-17 / 11-21 / 21-16,FENG Ya.. / HUANG .. (2) Rank 2 Elo 2379 (-37),57,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,XD,Dechapol.. / Sapsiree .. (6) Rank 6 Elo 2166 (+21),21-16 / 21-17,Dejan FE.. / Gloria Em.. Rank 18 Elo 2080 (-20),41,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,WS,CHEN Yu Fei (2) Rank 2 Elo 2563 (+1),21-15 / 21-7,SUNG Shuo Yun Rank 31 Elo 1925 (-1),38,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-07,Quarter final,WS,Carolina MARIN (3) Rank 3 Elo 2513 (+13),21-8 / 21-6,HAN Yue (7) Rank 7 Elo 2314 (-13),27,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-06,Round 2,WD,LIU Shen.. / TAN Ning (3) Rank 4 Elo 2282 (+2),21-7 / 21-12,CHANG .. / YANG Chi.. Rank 33 Elo 1776 (-3),32,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-06,Round 2,MD,Kim AST.. / Anders S.. (4) Rank 4 Elo 2205 (+8),21-19 / 21-10,Kenya MI.. / Hiroki OK.. Rank 24 Elo 1929 (-10),38,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-06,Round 2,MS,LEE Zii Jia Rank 7 Elo 2369 (+15),20-22 / 21-9 / 21-16,WENG Hong Yang Rank 19 Elo 2220 (-15),72,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-06,Round 2,MS,Kunlavut VITIDSARN (8) Rank 8 Elo 2298 (+8),21-10 / 21-17,Priyanshu RAJAWAT Rank 34 Elo 2009 (-8),49,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-06,Round 2,WD,ZHANG .. / ZHENG .. (5) Rank 5 Elo 2218 (+6),21-15 / 21-19,Maiken F.. / Sara THY.. Rank 24 Elo 1875 (-7),41,https://badmintonranks.com/tournament?id=14083,2,Indonesia Open 2024
2024-06-06,Round 2,WS,AN Se Young (1) Rank 1 Elo 2685 (+1),21-13 / 21-6,Pornpicha CHOEIKEEW.. Rank 40 Elo 1808 (-0),33,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,XD,KIM Won .. / JEONG .. (8) Rank 8 Elo 2183 (+16),21-15 / 21-18,Robin TA.. / Selena PI.. Rank 13 Elo 2057 (-17),34,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,WS,HE Bing Jiao (8) Rank 8 Elo 2414 (+5),21-17 / 21-9,Kirsty GILMOUR Rank 22 Elo 2056 (-6),34,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2450 (+4),21-17 / 21-19,Margot L.. / Anne TRAN Rank 16 Elo 2028 (-4),41,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,MD,Sabar Ka.. / Moh Reza.. Rank 29 Elo 1936 (+38),21-11 / 21-18,LEE Yang / WANG Ch.. Rank 10 Elo 2076 (-36),30,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,MD,Muhamm.. / Bagas MA.. Rank 11 Elo 2059 (+7),21-11 / 21-17,Christo P.. / Toma Juni.. Rank 37 Elo 1737 (-10),32,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,MD,LIANG W.. / WANG C.. (2) Rank 2 Elo 2231 (+10),17-21 / 22-20 / 21-18,Hendra S.. / Mohamma.. Rank 16 Elo 1980 (-10),57,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,XD,TANG Ch.. / TSE Ying.. (7) Rank 7 Elo 2156 (+14),19-21 / 21-17 / 21-13,LEE Chu.. / NG Tsz Ya.. Rank 23 Elo 1988 (-15),48,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,WD,Pearly TA.. / THINAAH .. Rank 13 Elo 2008 (+36),21-18 / 21-19,Apriyani .. / Siti Fadia.. (8) Rank 9 Elo 2129 (-34),49,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2515 (+1),21-9 / 21-11,REDDY .. / REDDY Si.. Rank 45 Elo 1777 (-1),27,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,MD,LEE Jhe-.. / YANG Po-.. Rank 12 Elo 2086 (+38),21-16 / 21-23 / 21-17,HE Ji Ting / REN Xian.. Rank 8 Elo 2266 (-37),58,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,XD,TAN Kian.. / LAI Pei Jin.. Rank 21 Elo 1951 (+38),15-21 / 23-21 / 21-14,Mathias .. / Alexandra .. Rank 14 Elo 2100 (-36),60,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,MS,Anders ANTONSEN (4) Rank 5 Elo 2340 (+3),21-17 / 21-11,Kantaphon WANGCHA.. Rank 51 Elo 1877 (-4),47,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,MS,Lakshya SEN Rank 14 Elo 2243 (+24),21-9 / 21-15,Kenta NISHIMOTO Rank 12 Elo 2219 (-24),45,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
2024-06-06,Round 2,WD,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2374 (+2),21-13 / 19-21 / 21-13,Tanisha .. / Ashwini P.. Rank 20 Elo 1847 (-3),64,https://badmintonranks.com/tournament?id=14083,3,Indonesia Open 2024
