date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number
2023-01-15,Final,MD,Fajar ALF.. / Muhamm.. (3) Rank 1 Elo 2214 (+23),21-18 / 18-21 / 21-13,LIANG W.. / WANG Ch.. Rank 17 Elo 2161 (-23),68,https://badmintonranks.com/tournament?id=13621,1
2023-01-15,Final,MS,Viktor AXELSEN (1) Rank 1 Elo 2656 (+8),21-6 / 21-15,Kodai NARAOKA Rank 7 Elo 2345 (-7),40,https://badmintonranks.com/tournament?id=13621,1
2023-01-15,Final,WS,Akane YAMAGUCHI (1) Rank 1 Elo 2581 (+20),12-21 / 21-19 / 21-11,AN Se Young (2) Rank 4 Elo 2485 (-20),69,https://badmintonranks.com/tournament?id=13621,1
2023-01-15,Final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2375 (+8),21-16 / 21-10,BAEK Ha.. / LEE Yu Lim Rank 20 Elo 2076 (-9),52,https://badmintonranks.com/tournament?id=13621,1
2023-01-15,Final,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2507 (+14),21-19 / 21-11,Yuta WAT.. / Arisa IGA.. (3) Rank 4 Elo 2316 (-14),44,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,MD,Fajar ALF.. / Muhamm.. (3) Rank 1 Elo 2200 (+14),21-18 / 21-17,KANG Mi.. / SEO Seun.. Rank 18 Elo 2016 (-14),42,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,MS,Viktor AXELSEN (1) Rank 1 Elo 2652 (+4),21-7 / 21-15,Kanta TSUNEYAMA Rank 26 Elo 2239 (-5),46,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,MD,LIANG W.. / WANG Ch.. Rank 17 Elo 2126 (+35),21-16 / 11-21 / 21-15,Satwiksai.. / Chirag S.. (7) Rank 5 Elo 2232 (-35),64,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,WS,Akane YAMAGUCHI (1) Rank 1 Elo 2560 (+21),21-18 / 21-16,TAI Tzu Ying (3) Rank 3 Elo 2488 (-22),41,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,MS,Kodai NARAOKA Rank 7 Elo 2319 (+26),21-17 / 19-21 / 21-17,Kunlavut VITIDSARN (8) Rank 9 Elo 2316 (-27),113,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,WD,BAEK Ha.. / LEE Yu Lim Rank 20 Elo 2040 (+36),21-17 / 23-21,ZHANG .. / ZHENG .. (7) Rank 4 Elo 2151 (-35),72,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,WS,AN Se Young (2) Rank 4 Elo 2455 (+30),21-12 / 19-21 / 21-9,CHEN Yu Fei (4) Rank 2 Elo 2486 (-29),71,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2505 (+2),21-16 / 21-18,Dejan FE.. / Gloria Em.. Rank 19 Elo 1990 (-3),43,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2369 (+6),21-9 / 2-0 Ret.,Apriyani .. / Siti Fadia .. Rank 11 Elo 2171 (-5),33,https://badmintonranks.com/tournament?id=13621,1
2023-01-14,Semi final,XD,Yuta WAT.. / Arisa IGA.. (3) Rank 4 Elo 2287 (+29),21-18 / 21-15,Dechapol.. / Sapsiree .. (2) Rank 3 Elo 2311 (-28),43,https://badmintonranks.com/tournament?id=13621,1
2023-01-13,Quarter final,WS,TAI Tzu Ying (3) Rank 3 Elo 2485 (+3),21-6 / 21-8,HSU Wen Chi Rank 23 Elo 1981 (-2),25,https://badmintonranks.com/tournament?id=13621,1
2023-01-13,Quarter final,MD,Fajar ALF.. / Muhamm.. (3) Rank 1 Elo 2180 (+20),14-21 / 21-16 / 21-17,ONG Yew.. / TEO Ee .. (8) Rank 7 Elo 2089 (-20),68,https://badmintonranks.com/tournament?id=13621,1
2023-01-13,Quarter final,WD,ZHANG .. / ZHENG .. (7) Rank 4 Elo 2143 (+8),21-19 / 21-19,LI Wen M.. / LIU Xuan .. Rank Elo 1841 (-9),49,https://badmintonranks.com/tournament?id=13621,1
