date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number
2022-07-03,Final,MD,Takuro H.. / Yugo KO.. (2) Rank 2 Elo 2204 (+28),24-22 / 16-21 / 21-9,Fajar ALF.. / Muhamm.. (6) Rank 7 Elo 2211 (-28),65,https://badmintonranks.com/tournament?id=12437,1
2022-07-03,Final,MS,Viktor AXELSEN (1) Rank 1 Elo 2661 (+6),21-4 / 21-7,Kento MOMOTA (2) Rank 2 Elo 2294 (-6),34,https://badmintonranks.com/tournament?id=12437,1
2022-07-03,Final,WS,Ratchanok INTANON (8) Rank 8 Elo 2347 (+42),21-15 / 13-21 / 21-16,CHEN Yu Fei (4) Rank 4 Elo 2552 (-41),65,https://badmintonranks.com/tournament?id=12437,1
2022-07-03,Final,WD,Apriyani .. / Siti Fadia .. Rank 133 Elo 2149 (+21),21-18 / 12-21 / 21-19,ZHANG .. / ZHENG Yu Rank 33 Elo 2069 (-22),71,https://badmintonranks.com/tournament?id=12437,1
2022-07-03,Final,XD,ZHENG .. / HUANG .. (2) Rank 1 Elo 2413 (+23),21-13 / 21-18,Dechapol.. / Sapsiree .. (1) Rank 2 Elo 2356 (-23),35,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,MD,Takuro H.. / Yugo KO.. (2) Rank 2 Elo 2180 (+24),23-21 / 21-9,Aaron CH.. / SOH Wo.. (5) Rank 6 Elo 2134 (-24),41,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,MS,Viktor AXELSEN (1) Rank 1 Elo 2656 (+5),21-15 / 20-22 / 21-11,Jonatan CHRISTIE (7) Rank 8 Elo 2259 (-5),71,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,MD,Fajar ALF.. / Muhamm.. (6) Rank 7 Elo 2192 (+19),21-14 / 21-12,GOH Sze.. / Nur IZZUD.. Rank 12 Elo 2076 (-18),37,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,MS,Kento MOMOTA (2) Rank 2 Elo 2264 (+30),21-11 / 21-12,Kunlavut VITIDSARN Rank 18 Elo 2302 (-30),42,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,WS,CHEN Yu Fei (4) Rank 4 Elo 2522 (+30),19-21 / 21-13 / 21-15,TAI Tzu Ying (2) Rank 2 Elo 2572 (-30),68,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,WD,Apriyani .. / Siti Fadia .. Rank 133 Elo 2124 (+25),21-14 / 22-20,JEONG .. / KIM Hye J.. Rank 12 Elo 2092 (-25),44,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,WD,ZHANG .. / ZHENG Yu Rank 33 Elo 2030 (+39),11-21 / 21-19 / 21-17,Mayu MA.. / Wakana .. (5) Rank 6 Elo 2175 (-38),68,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,WS,Ratchanok INTANON (8) Rank 8 Elo 2318 (+29),21-8 / 21-18,WANG Zhi Yi Rank 13 Elo 2342 (-28),38,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,XD,ZHENG .. / HUANG .. (2) Rank 1 Elo 2408 (+5),21-18 / 21-8,Mathias .. / Alexandra .. Rank 15 Elo 2024 (-5),31,https://badmintonranks.com/tournament?id=12437,1
2022-07-02,Semi final,XD,Dechapol.. / Sapsiree .. (1) Rank 2 Elo 2337 (+19),23-21 / 19-21 / 21-14,WANG Yi.. / HUANG .. (4) Rank 4 Elo 2242 (-19),74,https://badmintonranks.com/tournament?id=12437,1
2022-07-01,Quarter final,MD,Aaron CH.. / SOH Wo.. (5) Rank 6 Elo 2113 (+21),21-13 / 20-22 / 21-19,Hendra S.. / Mohamm.. (3) Rank 3 Elo 2027 (-21),52,https://badmintonranks.com/tournament?id=12437,1
2022-07-01,Quarter final,MD,Fajar ALF.. / Muhamm.. (6) Rank 7 Elo 2177 (+15),21-13 / 21-9,ONG Yew.. / TEO Ee Yi Rank 10 Elo 2022 (-16),33,https://badmintonranks.com/tournament?id=12437,1
2022-07-01,Quarter final,MS,Kento MOMOTA (2) Rank 2 Elo 2260 (+4),13-6 Ret.,Shesar Hiren RHUSTAV.. Rank 26 Elo 2189 (-4),13,https://badmintonranks.com/tournament?id=12437,1
2022-07-01,Quarter final,WD,JEONG .. / KIM Hye J.. Rank 12 Elo 2073 (+19),21-13 / 21-15,DU Yue / LI Wen Me.. Rank 35 Elo 1970 (-20),37,https://badmintonranks.com/tournament?id=12437,1
2022-07-01,Quarter final,MD,Takuro H.. / Yugo KO.. (2) Rank 2 Elo 2167 (+13),21-14 / 21-23 / 21-14,CHOI Sol.. / KIM Won .. Rank 54 Elo 1973 (-14),67,https://badmintonranks.com/tournament?id=12437,1
2022-07-01,Quarter final,WD,Apriyani .. / Siti Fadia .. Rank 133 Elo 2084 (+40),14-21 / 21-13 / 21-16,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2271 (-39),56,https://badmintonranks.com/tournament?id=12437,2
2022-07-01,Quarter final,MS,Jonatan CHRISTIE (7) Rank 8 Elo 2234 (+25),21-18 / 21-16,PRANNOY H. S. Rank 21 Elo 2220 (-25),44,https://badmintonranks.com/tournament?id=12437,2
2022-07-01,Quarter final,MS,Kunlavut VITIDSARN Rank 18 Elo 2282 (+20),15-21 / 21-10 / 21-17,LU Guang Zu Rank 27 Elo 2195 (-20),69,https://badmintonranks.com/tournament?id=12437,2
2022-07-01,Quarter final,MS,Viktor AXELSEN (1) Rank 1 Elo 2651 (+5),18-21 / 21-17 / 21-12,Anthony Sinisuka GIN.. (6) Rank 6 Elo 2265 (-5),65,https://badmintonranks.com/tournament?id=12437,2
2022-07-01,Quarter final,WD,Mayu MA.. / Wakana .. (5) Rank 6 Elo 2169 (+6),21-15 / 23-21,Anna Chi.. / TEOH Mei.. Rank 44 Elo 1819 (-7),44,https://badmintonranks.com/tournament?id=12437,2
2022-07-01,Quarter final,MD,GOH Sze.. / Nur IZZUD.. Rank 12 Elo 2047 (+29),21-11 / 22-20,LIU Yu C.. / OU Xuan .. Rank 45 Elo 2077 (-29),36,https://badmintonranks.com/tournament?id=12437,2
2022-07-01,Quarter final,WD,ZHANG .. / ZHENG Yu Rank 33 Elo 2017 (+13),21-13 / 21-14,Febby Va.. / Ribka SU.. Rank 70 Elo 1823 (-16),32,https://badmintonranks.com/tournament?id=12437,2
2022-07-01,Quarter final,XD,Mathias .. / Alexandra .. Rank 15 Elo 2005 (+19),21-19 / 21-12,Robin TA.. / Selena PI.. Rank 21 Elo 1893 (-21),38,https://badmintonranks.com/tournament?id=12437,2
