date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number
2025-01-12,Final,MD,KIM Won .. / SEO Seun.. Rank Elo 1851 (+50),19-21 / 21-12 / 21-12,CHEN Bo.. / LIU Yi Rank 18 Elo 2061 (-44),64,https://badmintonranks.com/tournament?id=14377,1
2025-01-12,Final,MS,SHI Yu Qi (1) Rank 1 Elo 2507 (+22),21-8 / 21-15,Anders ANTONSEN (2) Rank 2 Elo 2442 (-23),39,https://badmintonranks.com/tournament?id=14377,1
2025-01-12,Final,XD,Dechapol.. / Supissara .. Rank 57 Elo 2117 (+49),21-13 / 19-21 / 21-18,FENG Ya.. / HUANG .. (1) Rank 1 Elo 2458 (-48),80,https://badmintonranks.com/tournament?id=14377,1
2025-01-12,Final,WS,AN Se Young (1) Rank 1 Elo 2614 (+18),21-17 / 21-7,WANG Zhi Yi (2) Rank 2 Elo 2492 (-18),45,https://badmintonranks.com/tournament?id=14377,1
2025-01-12,Final,WD,Yuki FUK.. / Mayu MAT.. Rank 93 Elo 2081 (+29),17-21 / 21-15 / 21-15,JIA Yi Fan / ZHANG S.. Rank 129 Elo 2089 (-29),95,https://badmintonranks.com/tournament?id=14377,1
2025-01-11,Semi final,MS,Anders ANTONSEN (2) Rank 2 Elo 2424 (+18),21-14 / 21-14,Kodai NARAOKA (8) Rank 8 Elo 2300 (-18),57,https://badmintonranks.com/tournament?id=14377,1
2025-01-11,Semi final,MD,CHEN Bo.. / LIU Yi Rank 18 Elo 2031 (+30),24-26 / 21-16 / 21-15,MAN Wei.. / TEE Kai .. Rank 14 Elo 2051 (-30),77,https://badmintonranks.com/tournament?id=14377,1
2025-01-11,Semi final,XD,FENG Ya.. / HUANG .. (1) Rank 1 Elo 2447 (+11),21-19 / 21-14,CHEN Ta.. / TOH Ee .. (3) Rank 5 Elo 2223 (-12),50,https://badmintonranks.com/tournament?id=14377,1
2025-01-11,Semi final,MS,SHI Yu Qi (1) Rank 1 Elo 2492 (+15),16-21 / 21-5 / 21-12,LI Shi Feng (7) Rank 7 Elo 2329 (-15),65,https://badmintonranks.com/tournament?id=14377,1
2025-01-11,Semi final,MD,KIM Won .. / SEO Seun.. Rank Elo 1787 (+64),21-10 / 21-15,Satwiksai.. / Chirag S.. (7) Rank 9 Elo 2213 (-49),40,https://badmintonranks.com/tournament?id=14377,1
