date,tournament,round,type,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2021-11-25,Indonesia Open 2021,Round 2,WS,AN Se Young,6,2442,LéOnice HUET,60,1693
2021-11-25,Indonesia Open 2021,Round 2,WD,BAEK Ha Na / LEE Yu Lim,82,1771,Chloe COBB / Lauren SMITH,13,1821
2021-11-25,Indonesia Open 2021,Round 2,WD,Gabriela STOEVA / Stefani STOEVA,11,1955,LEE Meng Yean / YAP Cheng Wen,134,1666
2021-11-25,Indonesia Open 2021,Round 2,WS,Asuka TAKAHASHI,71,1805,Busanan ONGBAMRUNGPHAN,12,2193
2021-11-26,Indonesia Open 2021,Quarter final,MD,Takuro HOKI / Yugo KOBAYASHI,7,2241,Kim ASTRUP / Anders Skaarup RASMUSSEN,9,2037
2021-11-26,Indonesia Open 2021,Quarter final,MS,Viktor AXELSEN,2,2588,SAI PRANEETH B.,16,2022
2021-11-26,Indonesia Open 2021,Quarter final,MS,Jonatan CHRISTIE,8,2248,Anders ANTONSEN,3,2374
2021-11-26,Indonesia Open 2021,Quarter final,MD,Akira KOGA / Taichi SAITO,24,1934,Fajar ALFIAN / Muhammad Shohibul FIKRI,8,2071
2021-11-26,Indonesia Open 2021,Quarter final,WD,Nami MATSUYAMA / Chiharu SHIDA,9,2177,Febriana Dwipuji KUSUMA / Amallia Cahaya PRATIWI,78,1707
2021-11-26,Indonesia Open 2021,Quarter final,MS,LOH Kean Yew,26,2243,Hans-Kristian Solberg VITTINGHUS,21,2139
2021-11-26,Indonesia Open 2021,Quarter final,WD,BAEK Ha Na / LEE Yu Lim,82,1810,KIM So Yeong / KONG Hee Yong,4,2143
2021-11-26,Indonesia Open 2021,Quarter final,MD,Satwiksairaj RANKIREDDY / Chirag SHETTY,11,2072,GOH Sze Fei / Nur IZZUDDIN,19,1983
2021-11-26,Indonesia Open 2021,Quarter final,WD,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,8,1923,Gabriela STOEVA / Stefani STOEVA,11,1964
2021-11-26,Indonesia Open 2021,Quarter final,MS,Rasmus GEMKE,13,2146,Kenta NISHIMOTO,17,2148
2021-11-26,Indonesia Open 2021,Quarter final,MD,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,1,2270,ONG Yew Sin / TEO Ee Yi,12,2081
2021-11-26,Indonesia Open 2021,Quarter final,XD,KO Sung Hyun / EOM Hye Won,21,1989,CHAN Peng Soon / GOH Liu Ying,9,1875
2021-11-26,Indonesia Open 2021,Quarter final,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,2,2301,TAN Kian Meng / LAI Pei Jing,12,1971
2021-11-26,Indonesia Open 2021,Quarter final,WD,Greysia POLII / Apriyani RAHAYU,6,2210,Mayu MATSUMOTO / Ayako SAKURAMOTO,82,1884
2021-11-26,Indonesia Open 2021,Quarter final,XD,Mathias THYRRI / Alexandra BOE,15,2001,Hafiz FAIZAL / Gloria Emanuelle WIDJAJA,10,1983
2021-11-26,Indonesia Open 2021,Quarter final,WS,Ratchanok INTANON,8,2245,Asuka TAKAHASHI,71,1863
2021-11-26,Indonesia Open 2021,Quarter final,WS,Pornpawee CHOCHUWONG,10,2242,Akane YAMAGUCHI,3,2506
2021-11-26,Indonesia Open 2021,Quarter final,XD,Yuta WATANABE / Arisa IGAKI,4,2370,TANG Chun Man / TSE Ying Suet,7,2107
2021-11-26,Indonesia Open 2021,Quarter final,WS,PUSARLA V. Sindhu,7,2353,SIM Yu Jin,54,1875
2021-11-26,Indonesia Open 2021,Quarter final,WS,AN Se Young,6,2442,Lalinrat CHAIWAN,21,2125
2021-11-27,Indonesia Open 2021,Semi final,MS,LOH Kean Yew,26,2262,Rasmus GEMKE,13,2173
2021-11-27,Indonesia Open 2021,Semi final,MD,Takuro HOKI / Yugo KOBAYASHI,7,2253,Akira KOGA / Taichi SAITO,24,1973
2021-11-27,Indonesia Open 2021,Semi final,MS,Viktor AXELSEN,2,2590,Jonatan CHRISTIE,8,2248
2021-11-27,Indonesia Open 2021,Semi final,MD,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,1,2283,Satwiksairaj RANKIREDDY / Chirag SHETTY,11,2092
2021-11-27,Indonesia Open 2021,Semi final,WD,Nami MATSUYAMA / Chiharu SHIDA,9,2181,BAEK Ha Na / LEE Yu Lim,82,1867
2021-11-27,Indonesia Open 2021,Semi final,WD,Greysia POLII / Apriyani RAHAYU,6,2217,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,8,1955
2021-11-27,Indonesia Open 2021,Semi final,XD,Yuta WATANABE / Arisa IGAKI,4,2380,Mathias THYRRI / Alexandra BOE,15,2027
2021-11-27,Indonesia Open 2021,Semi final,WS,Ratchanok INTANON,8,2251,PUSARLA V. Sindhu,7,2356
2021-11-27,Indonesia Open 2021,Semi final,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,2,2308,KO Sung Hyun / EOM Hye Won,21,2008
2021-11-27,Indonesia Open 2021,Semi final,WS,AN Se Young,6,2450,Pornpawee CHOCHUWONG,10,2285
2021-11-28,Indonesia Open 2021,Final,MS,Viktor AXELSEN,2,2596,LOH Kean Yew,26,2282
2021-11-28,Indonesia Open 2021,Final,MD,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,1,2296,Takuro HOKI / Yugo KOBAYASHI,7,2262
2021-11-28,Indonesia Open 2021,Final,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,2,2316,Yuta WATANABE / Arisa IGAKI,4,2386
2021-11-28,Indonesia Open 2021,Final,WD,Nami MATSUYAMA / Chiharu SHIDA,9,2188,Greysia POLII / Apriyani RAHAYU,6,2227
2021-11-28,Indonesia Open 2021,Final,WS,AN Se Young,6,2465,Ratchanok INTANON,8,2285
2021-12-01,BWF World Tour Finals 2021,Group A,MS,Lakshya SEN,21,2130,Kento MOMOTA,2,2477
2021-12-01,BWF World Tour Finals 2021,Group A,MD,Kim ASTRUP / Anders Skaarup RASMUSSEN,10,2024,Satwiksairaj RANKIREDDY / Chirag SHETTY,9,2079
2021-12-01,BWF World Tour Finals 2021,Group A,MD,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,1,2321,LEE Yang / WANG Chang,3,2239
2021-12-01,BWF World Tour Finals 2021,Group A,MS,Viktor AXELSEN,1,2604,Rasmus GEMKE,10,2152
2021-12-01,BWF World Tour Finals 2021,Group B,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,2,2349,Praveen JORDAN / Melati Daeva OKTAVIANTI,5,2044
2021-12-01,BWF World Tour Finals 2021,Group B,MD,ONG Yew Sin / TEO Ee Yi,12,2068,Christo POPOV / Toma Junior POPOV,31,1669
2021-12-01,BWF World Tour Finals 2021,Group B,XD,TANG Chun Man / TSE Ying Suet,7,2097,Marcus ELLIS / Lauren SMITH,8,1911
2021-12-01,BWF World Tour Finals 2021,Group B,MD,Takuro HOKI / Yugo KOBAYASHI,6,2237,Pramudya KUSUMAWARDANA / Yeremia Erich Yoche Yacob RAMBITAN,27,1987
2021-12-01,BWF World Tour Finals 2021,Group A,WS,PUSARLA V. Sindhu,7,2322,Line CHRISTOPHERSEN,27,1897
2021-12-01,BWF World Tour Finals 2021,Group A,XD,Yuta WATANABE / Arisa IGAKI,4,2353,Mathias THYRRI / Alexandra BOE,14,2021
2021-12-01,BWF World Tour Finals 2021,Group A,WS,Pornpawee CHOCHUWONG,10,2270,Yvonne LI,24,1907
2021-12-01,BWF World Tour Finals 2021,Group A,XD,CHAN Peng Soon / GOH Liu Ying,9,1855,TAN Kian Meng / LAI Pei Jing,11,1964
2021-12-01,BWF World Tour Finals 2021,Group B,MS,LEE Zii Jia,8,2286,Kunlavut VITIDSARN,23,2133
2021-12-01,BWF World Tour Finals 2021,Group A,WD,Greysia POLII / Apriyani RAHAYU,6,2196,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,9,1945
2021-12-01,BWF World Tour Finals 2021,Group A,WD,KIM So Yeong / KONG Hee Yong,4,2096,Pearly TAN / THINAAH Muralitharan,17,1814
2021-12-01,BWF World Tour Finals 2021,Group B,MS,KIDAMBI Srikanth,14,2176,Toma Junior POPOV,33,1936
2021-12-01,BWF World Tour Finals 2021,Group B,WS,Akane YAMAGUCHI,3,2463,YEO Jia Min,17,2036
2021-12-01,BWF World Tour Finals 2021,Group B,WD,Gabriela STOEVA / Stefani STOEVA,11,1932,Chloe COBB / Lauren SMITH,13,1785
2021-12-01,BWF World Tour Finals 2021,Group B,WS,AN Se Young,6,2479,Busanan ONGBAMRUNGPHAN,12,2147
2021-12-01,BWF World Tour Finals 2021,Group B,WD,Nami MATSUYAMA / Chiharu SHIDA,7,2219,Ashwini PONNAPPA / REDDY Sikki Gupta,24,1696
2021-12-02,BWF World Tour Finals 2021,Group B,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,2,2357,TANG Chun Man / TSE Ying Suet,7,2110
2021-12-02,BWF World Tour Finals 2021,Group A,MD,LEE Yang / WANG Chang,3,2219,Kim ASTRUP / Anders Skaarup RASMUSSEN,10,2054
2021-12-02,BWF World Tour Finals 2021,Group A,MD,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,1,2341,Satwiksairaj RANKIREDDY / Chirag SHETTY,9,2049
2021-12-02,BWF World Tour Finals 2021,Group A,MS,Viktor AXELSEN,1,2605,Lakshya SEN,21,2139
2021-12-02,BWF World Tour Finals 2021,Group B,XD,Praveen JORDAN / Melati Daeva OKTAVIANTI,5,2037,Marcus ELLIS / Lauren SMITH,8,1897
2021-12-02,BWF World Tour Finals 2021,Group B,MD,Takuro HOKI / Yugo KOBAYASHI,6,2247,Christo POPOV / Toma Junior POPOV,31,1661
2021-12-02,BWF World Tour Finals 2021,Group B,MD,ONG Yew Sin / TEO Ee Yi,12,2073,Pramudya KUSUMAWARDANA / Yeremia Erich Yoche Yacob RAMBITAN,27,1976
2021-12-02,BWF World Tour Finals 2021,Group A,XD,Yuta WATANABE / Arisa IGAKI,4,2360,TAN Kian Meng / LAI Pei Jing,11,1928
2021-12-02,BWF World Tour Finals 2021,Group A,WS,PUSARLA V. Sindhu,7,2326,Yvonne LI,24,1901
2021-12-02,BWF World Tour Finals 2021,Group A,WS,Pornpawee CHOCHUWONG,10,2276,Line CHRISTOPHERSEN,27,1892
2021-12-02,BWF World Tour Finals 2021,Group A,XD,CHAN Peng Soon / GOH Liu Ying,9,1893,Mathias THYRRI / Alexandra BOE,14,2014
2021-12-02,BWF World Tour Finals 2021,Group A,WD,Pearly TAN / THINAAH Muralitharan,17,1804,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,9,1934
2021-12-02,BWF World Tour Finals 2021,Group B,MS,Kunlavut VITIDSARN,23,2118,KIDAMBI Srikanth,14,2186
2021-12-02,BWF World Tour Finals 2021,Group A,WD,KIM So Yeong / KONG Hee Yong,4,2105,Greysia POLII / Apriyani RAHAYU,6,2206
2021-12-02,BWF World Tour Finals 2021,Group B,WD,Gabriela STOEVA / Stefani STOEVA,11,1949,Ashwini PONNAPPA / REDDY Sikki Gupta,24,1692
2021-12-02,BWF World Tour Finals 2021,Group B,WS,Akane YAMAGUCHI,3,2467,AN Se Young,6,2485
2021-12-02,BWF World Tour Finals 2021,Group B,MS,LEE Zii Jia,8,2300,Toma Junior POPOV,33,1925
2021-12-02,BWF World Tour Finals 2021,Group B,WS,Busanan ONGBAMRUNGPHAN,12,2140,YEO Jia Min,17,2032
2021-12-02,BWF World Tour Finals 2021,Group B,WD,Nami MATSUYAMA / Chiharu SHIDA,7,2221,Chloe COBB / Lauren SMITH,13,1765
2021-12-03,BWF World Tour Finals 2021,Group B,MD,Pramudya KUSUMAWARDANA / Yeremia Erich Yoche Yacob RAMBITAN,27,1957,Christo POPOV / Toma Junior POPOV,31,1658
2021-12-03,BWF World Tour Finals 2021,Group A,MD,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,1,2341,Kim ASTRUP / Anders Skaarup RASMUSSEN,10,2040
2021-12-03,BWF World Tour Finals 2021,Group A,MD,LEE Yang / WANG Chang,3,2233,Satwiksairaj RANKIREDDY / Chirag SHETTY,9,2048
2021-12-03,BWF World Tour Finals 2021,Group A,MS,Lakshya SEN,21,2135,Rasmus GEMKE,10,2151
2021-12-03,BWF World Tour Finals 2021,Group B,MD,Takuro HOKI / Yugo KOBAYASHI,6,2249,ONG Yew Sin / TEO Ee Yi,12,2091
2021-12-03,BWF World Tour Finals 2021,Group B,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,2,2366,Marcus ELLIS / Lauren SMITH,8,1880
2021-12-03,BWF World Tour Finals 2021,Group A,XD,Yuta WATANABE / Arisa IGAKI,4,2363,CHAN Peng Soon / GOH Liu Ying,9,1931
2021-12-03,BWF World Tour Finals 2021,Group B,XD,TANG Chun Man / TSE Ying Suet,7,2100,Praveen JORDAN / Melati Daeva OKTAVIANTI,5,2053
2021-12-03,BWF World Tour Finals 2021,Group A,XD,Mathias THYRRI / Alexandra BOE,14,1979,TAN Kian Meng / LAI Pei Jing,11,1924
2021-12-03,BWF World Tour Finals 2021,Group A,WS,Pornpawee CHOCHUWONG,10,2281,PUSARLA V. Sindhu,7,2330
2021-12-03,BWF World Tour Finals 2021,Group A,WS,Line CHRISTOPHERSEN,27,1887,Yvonne LI,24,1896
2021-12-03,BWF World Tour Finals 2021,Group A,MS,Viktor AXELSEN,1,2608,Kento MOMOTA,2,2468
2021-12-03,BWF World Tour Finals 2021,Group B,WS,AN Se Young,6,2459,YEO Jia Min,17,2024
2021-12-03,BWF World Tour Finals 2021,Group A,WD,KIM So Yeong / KONG Hee Yong,4,2138,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,9,1897
2021-12-03,BWF World Tour Finals 2021,Group B,WD,Ashwini PONNAPPA / REDDY Sikki Gupta,24,1676,Chloe COBB / Lauren SMITH,13,1760
2021-12-03,BWF World Tour Finals 2021,Group A,WD,Greysia POLII / Apriyani RAHAYU,6,2173,Pearly TAN / THINAAH Muralitharan,17,1848
2021-12-03,BWF World Tour Finals 2021,Group B,MS,Kunlavut VITIDSARN,23,2149,Toma Junior POPOV,33,1919
2021-12-03,BWF World Tour Finals 2021,Group B,WS,Akane YAMAGUCHI,3,2493,Busanan ONGBAMRUNGPHAN,12,2147
2021-12-03,BWF World Tour Finals 2021,Group B,MS,LEE Zii Jia,8,2306,KIDAMBI Srikanth,14,2156
2021-12-03,BWF World Tour Finals 2021,Group B,WD,Nami MATSUYAMA / Chiharu SHIDA,7,2225,Gabriela STOEVA / Stefani STOEVA,11,1959
2021-12-04,BWF World Tour Finals 2021,Semi final,MS,Viktor AXELSEN,1,2608,Lakshya SEN,21,2135
2021-12-04,BWF World Tour Finals 2021,Semi final,MD,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,1,2348,LEE Yang / WANG Chang,3,2233
2021-12-04,BWF World Tour Finals 2021,Semi final,MS,Kunlavut VITIDSARN,23,2160,LEE Zii Jia,8,2321
2021-12-04,BWF World Tour Finals 2021,Semi final,MD,Takuro HOKI / Yugo KOBAYASHI,6,2263,ONG Yew Sin / TEO Ee Yi,12,2077
2021-12-04,BWF World Tour Finals 2021,Semi final,WS,PUSARLA V. Sindhu,7,2301,Akane YAMAGUCHI,3,2499
2021-12-04,BWF World Tour Finals 2021,Semi final,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,2,2369,CHAN Peng Soon / GOH Liu Ying,9,1927
2021-12-04,BWF World Tour Finals 2021,Semi final,WS,AN Se Young,6,2459,Pornpawee CHOCHUWONG,10,2309
2021-12-04,BWF World Tour Finals 2021,Semi final,XD,Yuta WATANABE / Arisa IGAKI,4,2367,TANG Chun Man / TSE Ying Suet,7,2122
2021-12-04,BWF World Tour Finals 2021,Semi final,WD,Nami MATSUYAMA / Chiharu SHIDA,7,2234,Greysia POLII / Apriyani RAHAYU,6,2180
2021-12-04,BWF World Tour Finals 2021,Semi final,WD,KIM So Yeong / KONG Hee Yong,4,2148,Gabriela STOEVA / Stefani STOEVA,11,1949
2021-12-05,BWF World Tour Finals 2021,Final,MS,Viktor AXELSEN,1,2611,Kunlavut VITIDSARN,23,2199
2021-12-05,BWF World Tour Finals 2021,Final,MD,Takuro HOKI / Yugo KOBAYASHI,6,2277,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,1,2366
2021-12-05,BWF World Tour Finals 2021,Final,WS,AN Se Young,6,2475,PUSARLA V. Sindhu,7,2342
2021-12-05,BWF World Tour Finals 2021,Final,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,2,2373,Yuta WATANABE / Arisa IGAKI,4,2378
2021-12-05,BWF World Tour Finals 2021,Final,WD,KIM So Yeong / KONG Hee Yong,4,2148,Nami MATSUYAMA / Chiharu SHIDA,7,2257
2021-12-12,BWF World Championships 2021,Round 1,WS,Lalinrat CHAIWAN,19,2118,Aliye DEMIRBAG,60,1835
2021-12-12,BWF World Championships 2021,Round 1,MS,Mark CALJOUW,28,2040,SAI PRANEETH B.,16,2020
2021-12-12,BWF World Championships 2021,Round 1,WS,Marie BATOMENE,58,1645,Natalia PERMINOVA,69,1517
2021-12-12,BWF World Championships 2021,Round 1,MS,KIDAMBI Srikanth,14,2141,Pablo ABIAN,53,1921
2021-12-12,BWF World Championships 2021,Round 1,MD,Christoph WEGNER / Matthew NOTTINGHAM,59,1720,Jaromir JANSA / Tomáš ŠVEJDA,96,1571
2021-12-12,BWF World Championships 2021,Round 1,MD,Ruben JILLE / Ties VAN DER LECQ,48,1640,Koceila MAMMERI / Youcef SABRI,63,1920
2021-12-12,BWF World Championships 2021,Round 1,MD,Joel EIPE / Rasmus KJÆR,55,1726,ATTRI Manu / REDDY Badri Narayana,39,1612
2021-12-12,BWF World Championships 2021,Round 1,MD,LEE Jhe-Huei / YANG Po Hsuan,31,1849,Fabricio AUGUSTO / Francielto JUNIOR,73,1734
2021-12-12,BWF World Championships 2021,Round 1,WD,Clara AZURMENDI / Beatriz CORRALES,63,1617,Siti Fadia Silva RAMADHANTI / Ribka SUGIARTO,27,1866
2021-12-12,BWF World Championships 2021,Round 1,MS,Brian YANG,41,1958,Bernardo ATILANO,135,1696
2021-12-12,BWF World Championships 2021,Round 1,WD,Alyssa TICSAY / Imke VAN DER AAA,46,1690,Pooja DANDU / SANJANA SANTOSH,55,1500
2021-12-12,BWF World Championships 2021,Round 1,WD,Christine BUSCH / Amalie SCHULZ,49,1596,Johanna GOLISZEWSKI / Clara NISTAD,48,1736
2021-12-12,BWF World Championships 2021,Round 1,MD,Fabien DELRUE / William VILLEGER,64,1514,Joshua MAYO / Paul REYNAUD,65,1470
2021-12-12,BWF World Championships 2021,Round 1,WD,NG Wing Yung / YEUNG Nga Ting,62,1614,Kati-Kreete TÜÜR / Helina RÜÜTEL,47,1528
2021-12-12,BWF World Championships 2021,Round 1,MS,ZHAO Jun Peng,42,1907,WANG Tzu Wei,12,2091
2021-12-12,BWF World Championships 2021,Round 1,MS,Kalle KOLJONEN,69,1886,Lino MUNOZ,72,1793
2021-12-12,BWF World Championships 2021,Round 1,WS,Lianne TAN,36,1777,Hsuan-Yu Wendy CHEN,75,1814
2021-12-12,BWF World Championships 2021,Round 1,MD,HUANG Dong Ping / LIU Cheng,25,1859,CHANG Tak Ching / YEUNG Man Hei,81,1607
2021-12-12,BWF World Championships 2021,Round 1,WD,Bengisu ERCETIN / Nazlican INCEKARA,45,1734,Adriana FIERRO / Sonia GONZALEZ,118,1500
2021-12-12,BWF World Championships 2021,Round 1,XD,Evgenij DIMOV / Evgenia DIMOVA,54,1533,Jona VANDENBULCKE / Lise JAQUENOD,84,1554
2021-12-12,BWF World Championships 2021,Round 1,WS,HAN Yue,30,1910,NGUYEN Thuy Linh,50,1772
2021-12-12,BWF World Championships 2021,Round 1,MS,Kevin CORDON,43,2054,Joran KWEEKEL,89,1805
2021-12-12,BWF World Championships 2021,Round 1,WS,Neslihan ARIN,28,1978,KISONA Selvaduray,59,1830
2021-12-12,BWF World Championships 2021,Round 1,MS,Koki WATANABE,40,1950,Anuoluwapo Juwon OPEYORI,127,1877
2021-12-12,BWF World Championships 2021,Round 1,MS,Kenta NISHIMOTO,17,2122,CHEAM June Wei,73,2016
2021-12-12,BWF World Championships 2021,Round 1,XD,Kyohei YAMASHITA / Naru SHINOYA,53,1696,Mathew FOGARTY / Isabel ZHUK,93,1500
2021-12-12,BWF World Championships 2021,Round 1,XD,Callum HEMMING / Jessica PUGH,48,1731,Simon WINZELER / Gronya SOMERVILLE,61,1682
2021-12-12,BWF World Championships 2021,Round 1,WS,Julie Dawall JAKOBSEN,40,1794,Ksenia POLIKARPOVA,66,1677
2021-12-12,BWF World Championships 2021,Round 1,XD,Oliver LEIRUD / Anona PAK,59,1579,Christoph WEGNER / Eleanor O'DONNELL,85,1604
2021-12-12,BWF World Championships 2021,Round 1,WD,Anastasija VOEVODINA / Olga MOROZOVA,43,1721,Linda EFLER / Isabel LOHAU,30,1666
2021-12-12,BWF World Championships 2021,Round 1,WD,Ekaterina BOLOTOVA / Alina DAVLETOVA,35,1732,Aminath NABEEHA / Fathimath NABAAHA,98,1514
2021-12-12,BWF World Championships 2021,Round 1,WD,Jacqueline FUNAOKA / Samia LIMA,59,1691,MANEESHA MAKKAR / Rutaparna PRAJONGJAI,68,1602
2021-12-12,BWF World Championships 2021,Round 1,WD,Ashwini PONNAPPA / REDDY Sikki Gupta,21,1730,Delphine DELRUE / Lea PALERMO,39,1652
2021-12-12,BWF World Championships 2021,Round 1,MS,CHOU Tien Chen,4,2246,Sitthikom THAMMASIN,30,1959
2021-12-12,BWF World Championships 2021,Round 1,XD,Mikkel MIKKELSEN / Rikke SØBY,40,1797,Philip BIRCH / Katharina FINK,92,1510
2021-12-12,BWF World Championships 2021,Round 1,XD,CHANG Tak Ching / NG Wing Yung,28,1737,Alberto ZAPATA / Lorena USEL,172,1579
2021-12-12,BWF World Championships 2021,Round 1,WS,Kirsty GILMOUR,21,2004,Aya OHORI,24,2064
2021-12-12,BWF World Championships 2021,Round 1,MS,LI Shi Feng,63,1958,Timothy LAM,94,1709
2021-12-12,BWF World Championships 2021,Round 1,WS,Evgeniya KOSETSKAYA,27,1972,Clara AZURMENDI,45,1775
2021-12-12,BWF World Championships 2021,Round 1,WS,Martina REPISKA,72,1631,Ruselli HARTAWAN,44,1863
2021-12-12,BWF World Championships 2021,Round 1,WS,Line CHRISTOPHERSEN,22,1916,Gregoria Mariska TUNJUNG,26,2058
2021-12-12,BWF World Championships 2021,Round 1,MD,Keiichiro MATSUI / Yoshinori TAKEUTI,43,1739,Giovanni TOTI / Kevin STROBL,136,1552
2021-12-12,BWF World Championships 2021,Round 1,MD,Alexander DUNN / Adam HALL,36,1758,Leo Rolly CARNANDO / Daniel MARTHIN,28,1891
2021-12-12,BWF World Championships 2021,Round 1,MD,Bjarne GEHNERT / Jan Colin STICHLING,68,1638,Anibal MOLINA / Jonathan MCDERMOTT,94,1576
2021-12-12,BWF World Championships 2021,Round 1,MD,Joan MORERA / Carlos PIOTTO,135,1499,Christo POPOV / Toma Junior POPOV,30,1644
2021-12-12,BWF World Championships 2021,Round 1,XD,OU Xuan Yi / FENG Xu Wei,46,1657,Niclas NOHR / Amalie MAGELUND,27,1863
2021-12-12,BWF World Championships 2021,Round 1,MS,LU Guang Zu,27,2075,Kunlavut VITIDSARN,18,2194
2021-12-12,BWF World Championships 2021,Round 1,MS,Nhat NGUYEN,51,1915,Jonatan CHRISTIE,8,2242
2021-12-12,BWF World Championships 2021,Round 1,XD,GUO Xin Wa / ZHANG Shu Xian,41,1697,Jonathan MCDERMOTT / Diana CORTES,70,1748
2021-12-12,BWF World Championships 2021,Round 1,MS,Thomas ROUXEL,38,1868,Anthony Sinisuka GINTING,5,2255
2021-12-12,BWF World Championships 2021,Round 1,MS,Kai SCHAEFER,76,1661,HEO Kwang Hee,29,2138
2021-12-12,BWF World Championships 2021,Round 1,XD,Saurabh VERMA / Anoushka PARIKH,104,1569,Rehan Naufal KUSHARJANTO / Lisa Ayu KUSUMAWATI,52,1567
2021-12-12,BWF World Championships 2021,Round 1,XD,YEUNG Wing Lee / NG Tsz Yau,80,1685,M.R. ARJUN / MANEESHA MAKKAR,60,1601
2021-12-12,BWF World Championships 2021,Round 1,MS,Michal ROGALSKI,125,1720,Kento MOMOTA,2,2467
2021-12-12,BWF World Championships 2021,Round 1,MS,Toby PENTY,52,1893,Toma Junior POPOV,31,1908
2021-12-12,BWF World Championships 2021,Round 1,MS,Luka WRABER,93,1606,Shesar Hiren RHUSTAVITO,23,2122
2021-12-12,BWF World Championships 2021,Round 1,MS,Niluka KARUNARATNE,124,1723,Tommy SUGIARTO,25,1984
2021-12-12,BWF World Championships 2021,Round 1,MS,Lakshya SEN,19,2132,Max WEISSKIRCHEN,59,1878
2021-12-13,BWF World Championships 2021,Round 1,WS,Line Højmark KJAERSFELDT,31,1894,QI Xuefei,42,1877
2021-12-13,BWF World Championships 2021,Round 1,MD,M.R. ARJUN / DHRUV KAPILA,41,1667,Daniel LUNDGAARD / Mathias THYRRI,45,1693
2021-12-13,BWF World Championships 2021,Round 1,WD,Alexandra BOE / Mette POULSEN,31,1655,TEOH Mei Xing / YAP Ling,77,1634
2021-12-13,BWF World Championships 2021,Round 1,WS,ZHANG Yi Man,46,1767,CHEUNG Ngan Yi,35,1899
2021-12-13,BWF World Championships 2021,Round 1,WS,Iris WANG,34,1846,Soraya DE VISCH EIJBERGEN,74,1679
2021-12-13,BWF World Championships 2021,Round 1,MS,Anders ANTONSEN,3,2371,Vladimir MALKOV,85,1899
2021-12-13,BWF World Championships 2021,Round 1,MS,PRANNOY H. S.,32,2007,NG Ka Long Angus,9,2148
2021-12-13,BWF World Championships 2021,Round 1,WD,NG Tsz Yau / YUEN Sin Yan,57,1574,Julie MACPHERSON / Ciara TORRANCE,41,1666
2021-12-13,BWF World Championships 2021,Round 1,MD,Callum HEMMING / Steven STALLWOOD,49,1754,Godwin OLOFUA / Anuoluwapo Juwon OPEYORI,53,1677
2021-12-13,BWF World Championships 2021,Round 1,MS,LOH Kean Yew,22,2274,Viktor AXELSEN,1,2616
2021-12-13,BWF World Championships 2021,Round 1,WD,Benyapa AIMSAARD / Nuntakarn AIMSAARD,44,1615,Serena ANITA / Katharina FINK,97,1489
2021-12-13,BWF World Championships 2021,Round 1,XD,HOO Pang Ron / CHEAH Yee See,23,1865,Ties VAN DER LECQ / Debora JILLE,74,1574
2021-12-13,BWF World Championships 2021,Round 1,MS,Kantaphon WANGCHAROEN,20,1967,Felix BURESTEDT,58,1831
2021-12-13,BWF World Championships 2021,Round 1,MS,Hans-Kristian Solberg VITTINGHUS,21,2120,NGUYEN Tien Minh,64,1804
2021-12-13,BWF World Championships 2021,Round 1,MD,Akira KOGA / Taichi SAITO,20,1964,DI Zi Jian / WANG Chang,40,1753
2021-12-13,BWF World Championships 2021,Round 1,MD,Torjus FLAATTEN / Vegard RIKHEIM,103,1533,Philip BIRCH / Dominik STIPSITS,84,1504
2021-12-13,BWF World Championships 2021,Round 1,WD,Chisato HOSHI / Aoi MATSUSHIMA,37,1862,Anastasiya PROKOPENKO / Valeriya RAKITINA,126,1519
2021-12-13,BWF World Championships 2021,Round 1,MS,LEE Zii Jia,7,2282,Jason Anthony HO-SHUE,45,1861
2021-12-13,BWF World Championships 2021,Round 1,MD,Hiroki OKAMURA / Masayuki MORIZONO,56,1658,Glib BEKEY / Mykhaylo MEDVEDEV,120,1500
