date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,tournament_name,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
25/7/2025,Quarter final,MS,CHOU Tien Chen (6) Rank 6 Elo 2227 (+41),21-17 / 21-11,Kunlavut VITIDSARN (1) Rank 1 Elo 2443 (-41),37.0,https://badmintonranks.com/tournament?id=14501,2,China Open 2025,CHOU Tien Chen (6),6.0,2227,Kunlavut VITIDSARN (1),1.0,2443
25/7/2025,Quarter final,WS,WANG Zhi Yi (2) Rank 2 Elo 2520 (+2),21-16 / 21-11,CHIU Pin-Chian Rank 21 Elo 1958 (-2),42.0,https://badmintonranks.com/tournament?id=14501,2,China Open 2025,WANG Zhi Yi (2),2.0,2520,CHIU Pin-Chian,21.0,1958
25/7/2025,Quarter final,XD,JIANG Zhen Bang / WEI Ya Xin (2) Rank 2 Elo 2336 (+2),21-17 / 21-14,WANG Chang / JEONG Na Eun Rank Elo 1777 (-3),37.0,https://badmintonranks.com/tournament?id=14501,2,China Open 2025,JIANG Zhen Bang / WEI Ya Xin (2),2.0,2336,WANG Chang / JEONG Na Eun,,1777
25/7/2025,Quarter final,XD,GUO Xin Wa / CHEN Fang Hui Rank 9 Elo 2073 (+32),21-19 / 21-15,CHEN Tang Jie / TOH Ee Wei (4) Rank 4 Elo 2139 (-32),43.0,https://badmintonranks.com/tournament?id=14501,2,China Open 2025,GUO Xin Wa / CHEN Fang Hui,9.0,2073,CHEN Tang Jie / TOH Ee Wei (4),4.0,2139
24/7/2025,Round 2,WS,AN Se Young (1) Rank 1 Elo 2766 (+3),21-13 / 21-15,SIM Yu Jin Rank 14 Elo 2229 (-2),40.0,https://badmintonranks.com/tournament?id=14501,2,China Open 2025,AN Se Young (1),1.0,2766,SIM Yu Jin,14.0,2229
24/7/2025,Round 2,MD,MAN Wei Chong / TEE Kai Wun (6) Rank 7 Elo 2138 (+10),17-21 / 21-17 / 21-19,Nur Mohd Azriyn Ayub / TAN Wee Kiong Rank 25 Elo 1892 (-11),57.0,https://badmintonranks.com/tournament?id=14501,2,China Open 2025,MAN Wei Chong / TEE Kai Wun (6),7.0,2138,Nur Mohd Azriyn Ayub / TAN Wee Kiong,25.0,1892
24/7/2025,Round 2,WD,KIM Hye Rin / KONG Hee Yong (7) Rank 6 Elo 2191 (+9),21-18 / 19-21 / 21-17,HSIEH Pei Lan / HUNG En-Tzu Rank 12 Elo 1921 (-10),62.0,https://badmintonranks.com/tournament?id=14501,2,China Open 2025,KIM Hye Rin / KONG Hee Yong (7),6.0,2191,HSIEH Pei Lan / HUNG En-Tzu,12.0,1921
24/7/2025,Round 2,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI Rank 86 Elo 1947 (+37),21-8 / 21-13,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI (7) Rank 8 Elo 2071 (-34),25.0,https://badmintonranks.com/tournament?id=14501,2,China Open 2025,Fajar ALFIAN / Muhammad Shohibul FIKRI,86.0,1947,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI (7),8.0,2071
24/7/2025,Round 2,MD,LIANG Wei Keng / WANG Chang (5) Rank 6 Elo 2113 (+15),21-15 / 21-12,HUANG Di / LIU Yang Rank 17 Elo 1954 (-16),30.0,https://badmintonranks.com/tournament?id=14501,2,China Open 2025,LIANG Wei Keng / WANG Chang (5),6.0,2113,HUANG Di / LIU Yang,17.0,1954
24/7/2025,Round 2,MD,KANG Min Hyuk / KI Dong Ju Rank 40 Elo 2020 (+16),21-17 / 21-13,Daniel LUNDGAARD / Mads VESTERGAARD Rank 26 Elo 1871 (-18),39.0,https://badmintonranks.com/tournament?id=14501,3,China Open 2025,KANG Min Hyuk / KI Dong Ju,40.0,2020,Daniel LUNDGAARD / Mads VESTERGAARD,26.0,1871
