date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number
2023-08-27,Final,MD,KANG Mi.. / SEO Seu.. (9) Rank 6 Elo 2260 (+20),14-21 / 21-15 / 21-17,Kim AST.. / Anders S.. (11) Rank 11 Elo 2150 (-20),69,https://badmintonranks.com/tournament?id=12940,1
2023-08-27,Final,MS,Kunlavut VITIDSARN (3) Rank 3 Elo 2403 (+24),19-21 / 21-18 / 21-7,Kodai NARAOKA (4) Rank 4 Elo 2349 (-24),109,https://badmintonranks.com/tournament?id=12940,1
2023-08-27,Final,WS,AN Se Young (1) Rank 1 Elo 2752 (+11),21-12 / 21-10,Carolina MARIN (6) Rank 6 Elo 2502 (-11),42,https://badmintonranks.com/tournament?id=12940,1
2023-08-27,Final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2408 (+11),21-16 / 21-12,Apriyani .. / Siti Fadia.. (11) Rank 12 Elo 2145 (-10),42,https://badmintonranks.com/tournament?id=12940,1
2023-08-27,Final,XD,SEO Seu.. / CHAE Yu.. (5) Rank 5 Elo 2228 (+43),21-17 / 10-21 / 21-18,ZHENG .. / HUANG .. (1) Rank 1 Elo 2418 (-43),59,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,MS,Kodai NARAOKA (4) Rank 4 Elo 2317 (+32),25-23 / 21-12,Anders ANTONSEN (12) Rank 12 Elo 2366 (-32),70,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,MD,KANG Mi.. / SEO Seu.. (9) Rank 6 Elo 2239 (+21),23-21 / 21-13,Aaron CH.. / SOH Wo.. (4) Rank 4 Elo 2159 (-22),42,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,MS,Kunlavut VITIDSARN (3) Rank 3 Elo 2375 (+28),18-21 / 21-13 / 21-14,PRANNOY H. S. (9) Rank 9 Elo 2377 (-28),76,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,WS,AN Se Young (1) Rank 1 Elo 2739 (+13),21-19 / 21-15,CHEN Yu Fei (3) Rank 3 Elo 2533 (-13),58,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,MD,Kim AST.. / Anders S.. (11) Rank 11 Elo 2116 (+34),17-21 / 21-18 / 21-19,LIANG W.. / WANG C.. (3) Rank 3 Elo 2186 (-34),64,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,WS,Carolina MARIN (6) Rank 6 Elo 2471 (+31),23-21 / 21-13,Akane YAMAGUCHI (2) Rank 2 Elo 2512 (-31),53,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2408 (+10),21-18 / 21-16,JIANG Zh.. / WEI Ya X.. (8) Rank 7 Elo 2150 (-11),37,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,WD,Apriyani .. / Siti Fadia.. (11) Rank 12 Elo 2100 (+45),21-9 / 22-20,KIM So Y.. / KONG H.. (3) Rank 3 Elo 2335 (-44),52,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,XD,SEO Seu.. / CHAE Yu.. (5) Rank 5 Elo 2190 (+38),21-15 / 21-13,Yuta WAT.. / Arisa IGA.. (2) Rank 2 Elo 2326 (-38),37,https://badmintonranks.com/tournament?id=12940,1
2023-08-26,Semi final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2400 (+8),21-14 / 21-16,ZHANG .. / ZHENG .. (6) Rank 6 Elo 2091 (-8),47,https://badmintonranks.com/tournament?id=12940,1
2023-08-25,Quarter final,MS,Kodai NARAOKA (4) Rank 4 Elo 2287 (+30),21-10 / 21-19,SHI Yu Qi (8) Rank 8 Elo 2315 (-29),48,https://badmintonranks.com/tournament?id=12940,1
