date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,tournament_name,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
5/6/2025,Round 2,WS,HAN Yue (4) Rank 4 Elo 2356 (+5),21-9 / 21-9,LIN Hsiang Ti Rank 29 Elo 1953 (-5),30,https://badmintonranks.com/tournament?id=14466,3,Indonesia Open 2025,HAN Yue (4),4,2356,LIN Hsiang Ti,29,1953
5/6/2025,Round 2,WD,BAEK Ha.. / LEE So H.. (3) Rank 3 Elo 2160 (+8),16-21 / 21-16 / 21-14,Apriyani .. / Febi SETI.. Rank 125 Elo 1859 (-9),98,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,BAEK Ha.. / LEE So H.. (3),3,2160,Apriyani .. / Febi SETI..,125,1859
5/6/2025,Round 2,XD,CHENG .. / ZHANG C.. Rank 11 Elo 2008 (+33),21-18 / 21-15,FENG Ya.. / WEI Ya Xin Rank 48 Elo 2091 (-31),32,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,CHENG .. / ZHANG C..,11,2008,FENG Ya.. / WEI Ya Xin,48,2091
5/6/2025,Round 2,WS,Pornpawee CHOCHU.. (6) Rank 8 Elo 2291 (+11),20-22 / 21-10 / 21-18,PUSARLA V. Sindhu Rank 21 Elo 2072 (-11),78,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Pornpawee CHOCHU.. (6),8,2291,PUSARLA V. Sindhu,21,2072
5/6/2025,Round 2,XD,Jesper T.. / Amalie M.. (5) Rank 8 Elo 2030 (+13),22-20 / 25-23,Yuichi SH.. / Sayaka H.. Rank 24 Elo 1835 (-15),49,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Jesper T.. / Amalie M.. (5),8,2030,Yuichi SH.. / Sayaka H..,24,1835
5/6/2025,Round 2,MS,SHI Yu Qi (1) Rank 2 Elo 2485 (+4),21-14 / 21-7,Yushi TANAKA Rank 22 Elo 2055 (-4),36,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,SHI Yu Qi (1),2,2485,Yushi TANAKA,22,2055
5/6/2025,Round 2,WS,Putri Kusuma WARDANI Rank 12 Elo 2175 (+22),17-21 / 21-9 / 21-8,Supanida KATETHONG (8) Rank 9 Elo 2121 (-22),68,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Putri Kusuma WARDANI,12,2175,Supanida KATETHONG (8),9,2121
5/6/2025,Round 2,XD,GOH Soo.. / LAI Shev.. (3) Rank 5 Elo 2038 (+17),21-12 / 21-17,Amri SYA.. / Nita Violin.. Rank 25 Elo 1904 (-18),33,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,GOH Soo.. / LAI Shev.. (3),5,2038,Amri SYA.. / Nita Violin..,25,1904
5/6/2025,Round 2,MS,Kunlavut VITIDSARN (2) Rank 1 Elo 2495 (+5),21-10 / 21-17,LEE Chia Hao Rank 19 Elo 2131 (-6),41,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Kunlavut VITIDSARN (2),1,2495,LEE Chia Hao,19,2131
5/6/2025,Round 2,XD,Hiroki MI.. / Natsu SA.. (7) Rank 9 Elo 2032 (+23),23-21 / 14-21 / 22-20,Jafar HID.. / Felisha Al.. Rank 15 Elo 1987 (-23),74,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Hiroki MI.. / Natsu SA.. (7),9,2032,Jafar HID.. / Felisha Al..,15,1987
5/6/2025,Round 2,XD,Thom GI.. / Delphine .. Rank 10 Elo 2022 (+16),21-19 / 21-18,Ruttanap.. / Jhenicha .. Rank 18 Elo 1871 (-18),51,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Thom GI.. / Delphine ..,10,2022,Ruttanap.. / Jhenicha ..,18,1871
5/6/2025,Round 2,WS,CHEN Yu Fei (5) Rank 5 Elo 2657 (+2),21-9 / 21-14,Natsuki NIDAIRA Rank 17 Elo 2094 (-2),42,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,CHEN Yu Fei (5),5,2657,Natsuki NIDAIRA,17,2094
5/6/2025,Round 2,WS,AN Se Young (1) Rank 1 Elo 2700 (+3),21-7 / 21-11,KIM Ga Eun Rank 22 Elo 2193 (-3),34,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,AN Se Young (1),1,2700,KIM Ga Eun,22,2193
5/6/2025,Round 2,XD,Dechapol.. / Supissar.. (6) Rank 6 Elo 2220 (+3),21-7 / 21-12,Sathish K.. / Aadya VA.. Rank 37 Elo 1731 (-4),25,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Dechapol.. / Supissar.. (6),6,2220,Sathish K.. / Aadya VA..,37,1731
5/6/2025,Round 2,XD,Adnan M.. / Indah Cah.. Rank 32 Elo 1857 (+17),21-19 / 21-11,HEE Yon.. / JIN Yu Jia Rank 27 Elo 1695 (-24),35,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Adnan M.. / Indah Cah..,32,1857,HEE Yon.. / JIN Yu Jia,27,1695
5/6/2025,Round 2,WS,Akane YAMAGUCHI (3) Rank 3 Elo 2379 (+3),21-12 / 21-17,SUNG Shuo Yun Rank 20 Elo 1920 (-3),39,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Akane YAMAGUCHI (3),3,2379,SUNG Shuo Yun,20,1920
4/6/2025,Round 1,MS,LI Shi Feng (4) Rank 4 Elo 2323 (+4),21-15 / 21-14,Brian YANG Rank 34 Elo 1867 (-4),50,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,LI Shi Feng (4),4,2323,Brian YANG,34,1867
4/6/2025,Round 1,MS,LEONG Jun Hao Rank 25 Elo 2143 (+12),21-13 / 21-12,Chico Aura DWI WARD.. Rank 44 Elo 1942 (-13),40,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,LEONG Jun Hao,25,2143,Chico Aura DWI WARD..,44,1942
4/6/2025,Round 1,MD,KIM Won .. / SEO Seu.. (5) Rank 6 Elo 2177 (+3),21-15 / 21-11,CHEN Zh.. / LIN Yu Chi.. Rank 36 Elo 1734 (-6),31,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,KIM Won .. / SEO Seu.. (5),6,2177,CHEN Zh.. / LIN Yu Chi..,36,1734
4/6/2025,Round 1,MD,Takumi N.. / Yuichi SHI.. Rank 35 Elo 1811 (+33),11-21 / 21-17 / 23-21,Kenya MI.. / Hiroki OK.. Rank 25 Elo 1821 (-32),59,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Takumi N.. / Yuichi SHI..,35,1811,Kenya MI.. / Hiroki OK..,25,1821
4/6/2025,Round 1,WS,Kirsty GILMOUR Rank 28 Elo 1930 (+22),22-20 / 21-16,GOH Jin Wei Rank 49 Elo 1865 (-24),37,https://badmintonranks.com/tournament?id=14466,4,Indonesia Open 2025,Kirsty GILMOUR,28,1930,GOH Jin Wei,49,1865
