date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number
2022-03-20,Final,MS,Viktor AXELSEN (1) Rank 1 Elo 2560 (+14),21-10 / 21-15,Lakshya SEN Rank 11 Elo 2362 (-13),53,https://badmintonranks.com/tournament?id=11803,1
2022-03-20,Final,XD,Yuta WAT.. / Arisa IGA.. (4) Rank 4 Elo 2348 (+23),21-19 / 21-19,WANG Yi.. / HUANG .. (3) Rank 3 Elo 2290 (-23),58,https://badmintonranks.com/tournament?id=11803,1
2022-03-20,Final,WD,Nami MA.. / Chiharu .. (7) Rank 7 Elo 2215 (+11),21-13 / 21-9,ZHANG .. / ZHENG Yu Rank 54 Elo 1969 (-11),41,https://badmintonranks.com/tournament?id=11803,1
2022-03-20,Final,MD,Muhamm.. / Bagas MA.. Rank 28 Elo 2047 (+38),21-19 / 21-13,Hendra S.. / Mohamm.. (2) Rank 2 Elo 2164 (-38),37,https://badmintonranks.com/tournament?id=11803,1
2022-03-20,Final,WS,Akane YAMAGUCHI (2) Rank 2 Elo 2535 (+25),21-15 / 21-15,AN Se Young (4) Rank 4 Elo 2489 (-24),44,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,MS,Viktor AXELSEN (1) Rank 1 Elo 2551 (+9),21-13 / 21-15,CHOU Tien Chen (4) Rank 4 Elo 2271 (-9),48,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,XD,WANG Yi.. / HUANG .. (3) Rank 3 Elo 2267 (+23),21-7 / 13-21 / 21-13,ZHENG .. / HUANG .. (2) Rank 2 Elo 2212 (-23),59,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,WD,ZHANG .. / ZHENG Yu Rank 54 Elo 1942 (+27),21-17 / 21-16,Treesa J.. / GAYATRI .. Rank 46 Elo 1911 (-28),51,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,MD,Hendra S.. / Mohamm.. (2) Rank 2 Elo 2140 (+24),21-16 / 14-21 / 21-13,HE Ji Ting / TAN Qiang Rank 19 Elo 2087 (-24),48,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,WS,Akane YAMAGUCHI (2) Rank 2 Elo 2513 (+22),21-11 / 21-13,CHEN Yu Fei (3) Rank 3 Elo 2446 (-22),41,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,MS,Lakshya SEN Rank 11 Elo 2331 (+31),21-13 / 12-21 / 21-19,LEE Zii Jia (6) Rank 7 Elo 2375 (-31),76,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,XD,Yuta WAT.. / Arisa IGA.. (4) Rank 4 Elo 2310 (+38),21-14 / 21-15,Dechapol.. / Sapsiree .. (1) Rank 1 Elo 2452 (-38),45,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,WD,Nami MA.. / Chiharu .. (7) Rank 7 Elo 2203 (+12),21-8 / 21-12,JEONG .. / KIM Hye J.. Rank 64 Elo 1971 (-12),51,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,MD,Muhamm.. / Bagas MA.. Rank 28 Elo 1996 (+51),22-20 / 13-21 / 21-16,Marcus G.. / Kevin SU.. (1) Rank 1 Elo 2342 (-48),58,https://badmintonranks.com/tournament?id=11803,1
2022-03-19,Semi final,WS,AN Se Young (4) Rank 4 Elo 2458 (+31),21-19 / 21-13,TAI Tzu Ying (1) Rank 1 Elo 2515 (-32),40,https://badmintonranks.com/tournament?id=11803,1
2022-03-18,Quarter final,MS,CHOU Tien Chen (4) Rank 4 Elo 2243 (+28),21-10 / 21-15,Jonatan CHRISTIE (7) Rank 8 Elo 2259 (-28),36,https://badmintonranks.com/tournament?id=11803,1
2022-03-18,Quarter final,WS,Akane YAMAGUCHI (2) Rank 2 Elo 2503 (+10),21-18 / 21-7,Sayaka TAKAHASHI Rank 13 Elo 2241 (-10),34,https://badmintonranks.com/tournament?id=11803,1
2022-03-18,Quarter final,XD,WANG Yi.. / HUANG .. (3) Rank 3 Elo 2255 (+12),25-23 / 21-19,Praveen .. / Melati Da.. (5) Rank 5 Elo 2044 (-13),47,https://badmintonranks.com/tournament?id=11803,1
2022-03-18,Quarter final,XD,ZHENG .. / HUANG .. (2) Rank 2 Elo 2201 (+11),21-15 / 21-15,TAN Kian.. / LAI Pei Ji.. (7) Rank 10 Elo 1955 (-11),37,https://badmintonranks.com/tournament?id=11803,1
2022-03-18,Quarter final,MS,Viktor AXELSEN (1) Rank 1 Elo 2542 (+9),21-4 / 21-9,Anthony Sinisuka GIN.. (5) Rank 5 Elo 2269 (-9),34,https://badmintonranks.com/tournament?id=11803,1
2022-03-18,Quarter final,WS,CHEN Yu Fei (3) Rank 3 Elo 2446 (+0),W.O.,HE Bing Jiao (8) Rank 9 Elo 2419 (-2),0,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,XD,Dechapol.. / Sapsiree .. (1) Rank 1 Elo 2449 (+3),21-18 / 21-11,Thom GI.. / Delphine .. (8) Rank 12 Elo 1956 (-3),37,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,XD,Yuta WAT.. / Arisa IGA.. (4) Rank 4 Elo 2302 (+8),21-12 / 21-7,Yuki KAN.. / Misaki MA.. Rank 17 Elo 1987 (-8),32,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,MD,HE Ji Ting / TAN Qiang Rank 19 Elo 2068 (+19),15-21 / 21-16 / 21-14,Leo Rolly.. / Daniel MA.. Rank 29 Elo 1956 (-20),51,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,MS,LEE Zii Jia (6) Rank 7 Elo 2341 (+34),21-7 / 13-21 / 21-11,Kento MOMOTA (2) Rank 2 Elo 2437 (-34),64,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,MS,Lakshya SEN Rank 11 Elo 2331 (+0),W.O.,LU Guang Zu Rank 27 Elo 2154 (-1),0,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,MD,Hendra S.. / Mohamm.. (2) Rank 2 Elo 2115 (+25),21-15 / 22-20,Kim AST.. / Anders S.. (7) Rank 10 Elo 2088 (-25),39,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,MD,Muhamm.. / Bagas MA.. Rank 28 Elo 1944 (+52),16-21 / 21-16 / 22-20,Takuro H.. / Yugo KO.. (3) Rank 4 Elo 2311 (-48),60,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,WD,ZHANG .. / ZHENG Yu Rank 54 Elo 1908 (+34),19-21 / 21-18 / 21-16,Jongkolp.. / Rawinda .. (8) Rank 8 Elo 1964 (-33),72,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,WD,Treesa J.. / GAYATRI .. Rank 46 Elo 1856 (+55),14-21 / 22-20 / 21-15,LEE So H.. / SHIN Se.. (2) Rank 2 Elo 2191 (-47),67,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,MD,Marcus G.. / Kevin SU.. (1) Rank 1 Elo 2330 (+12),24-22 / 21-17,Satwiksai.. / Chirag S.. (5) Rank 8 Elo 2114 (-12),47,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,WS,AN Se Young (4) Rank 4 Elo 2455 (+3),21-12 / 21-9,Iris WANG Rank 35 Elo 1933 (-3),35,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,WD,Nami MA.. / Chiharu .. (7) Rank 7 Elo 2178 (+25),21-10 / 21-18,KIM So Y.. / KONG H.. (3) Rank 3 Elo 2158 (-26),40,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,WD,JEONG .. / KIM Hye J.. Rank 64 Elo 1953 (+18),15-21 / 21-17 / 21-9,Pearly TA.. / THINAAH .. Rank 15 Elo 1819 (-21),79,https://badmintonranks.com/tournament?id=11803,2
2022-03-18,Quarter final,WS,TAI Tzu Ying (1) Rank 1 Elo 2492 (+23),21-10 / 21-11,Nozomi OKUHARA (5) Rank 5 Elo 2444 (-23),35,https://badmintonranks.com/tournament?id=11803,2
2022-03-17,Round 2,MS,Jonatan CHRISTIE (7) Rank 8 Elo 2229 (+30),21-16 / 21-19,Kunlavut VITIDSARN Rank 18 Elo 2288 (-30),46,https://badmintonranks.com/tournament?id=11803,2
2022-03-17,Round 2,XD,Dechapol.. / Sapsiree .. (1) Rank 1 Elo 2448 (+1),21-11 / 21-13,Mathias T.. / Amalie M.. Rank Elo 1750 (-1),36,https://badmintonranks.com/tournament?id=11803,2
2022-03-17,Round 2,XD,Yuki KAN.. / Misaki MA.. Rank 17 Elo 1963 (+24),21-15 / 21-23 / 22-20,Marcus E.. / Lauren S.. (6) Rank 9 Elo 1921 (-25),68,https://badmintonranks.com/tournament?id=11803,2
2022-03-17,Round 2,MS,Kento MOMOTA (2) Rank 2 Elo 2429 (+8),21-16 / 21-12,HEO Kwang Hee Rank 30 Elo 2139 (-8),42,https://badmintonranks.com/tournament?id=11803,2
2022-03-17,Round 2,XD,TAN Kian.. / LAI Pei Ji.. (7) Rank 10 Elo 1930 (+25),21-19 / 21-17,Supak JO.. / Supissara .. Rank 26 Elo 1888 (-26),38,https://badmintonranks.com/tournament?id=11803,2
2022-03-17,Round 2,MS,LEE Zii Jia (6) Rank 7 Elo 2333 (+8),26-24 / 21-11,Brian YANG Rank 33 Elo 2049 (-9),45,https://badmintonranks.com/tournament?id=11803,3
2022-03-17,Round 2,MD,HE Ji Ting / TAN Qiang Rank 19 Elo 2039 (+29),21-15 / 21-19,Aaron CH.. / SOH Wo.. (4) Rank 7 Elo 2063 (-28),35,https://badmintonranks.com/tournament?id=11803,3
2022-03-17,Round 2,XD,ZHENG .. / HUANG .. (2) Rank 2 Elo 2199 (+2),21-5 / 21-15,ONG Yew.. / GOH Liu .. Rank Elo 1705 (-4),27,https://badmintonranks.com/tournament?id=11803,3
2022-03-17,Round 2,WD,ZHANG .. / ZHENG Yu Rank 54 Elo 1895 (+13),21-16 / 21-15,Chloe CO.. / Jessica P.. Rank Elo 1678 (-20),38,https://badmintonranks.com/tournament?id=11803,3
