date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number
2025-03-16,Final,MD,KIM Won .. / SEO Seun.. Rank 43 Elo 2173 (+22),21-19 / 21-19,Leo Rolly.. / Bagas MA.. Rank 18 Elo 2094 (-22),42,https://badmintonranks.com/tournament?id=14410,1
2025-03-16,Final,WS,AN Se Young (1) Rank 1 Elo 2704 (+13),13-21 / 21-18 / 21-18,WANG Zhi Yi (2) Rank 2 Elo 2499 (-13),95,https://badmintonranks.com/tournament?id=14410,1
2025-03-16,Final,MS,SHI Yu Qi (1) Rank 1 Elo 2533 (+6),21-17 / 21-19,LEE Chia Hao Rank 22 Elo 2167 (-6),51,https://badmintonranks.com/tournament?id=14410,1
2025-03-16,Final,WD,Nami MA.. / Chiharu .. (3) Rank 3 Elo 2280 (+20),21-16 / 14-21 / 21-17,Yuki FUK.. / Mayu MA.. (6) Rank 24 Elo 2175 (-20),83,https://badmintonranks.com/tournament?id=14410,1
2025-03-16,Final,XD,GUO Xin .. / CHEN Fa.. (7) Rank 7 Elo 2143 (+23),21-16 / 10-21 / 23-21,FENG Ya.. / WEI Ya X.. (5) Rank Elo 2084 (-24),70,https://badmintonranks.com/tournament?id=14410,1
2025-03-15,Semi final,MD,KIM Won .. / SEO Seun.. Rank 43 Elo 2153 (+20),16-21 / 21-13 / 21-13,HE Ji Ting / REN Xian.. (6) Rank 6 Elo 2056 (-20),59,https://badmintonranks.com/tournament?id=14410,1
2025-03-15,Semi final,WS,WANG Zhi Yi (2) Rank 2 Elo 2487 (+12),21-10 / 21-19,HAN Yue (4) Rank 4 Elo 2263 (-12),48,https://badmintonranks.com/tournament?id=14410,1
2025-03-15,Semi final,MD,Leo Rolly.. / Bagas MA.. Rank 18 Elo 2064 (+30),21-14 / 17-21 / 21-15,Sabar Ka.. / Moh Reza.. Rank 8 Elo 2085 (-30),59,https://badmintonranks.com/tournament?id=14410,1
2025-03-15,Semi final,WS,AN Se Young (1) Rank 1 Elo 2695 (+9),21-12 / 21-17,Akane YAMAGUCHI (3) Rank 3 Elo 2418 (-10),48,https://badmintonranks.com/tournament?id=14410,1
2025-03-15,Semi final,WD,Yuki FUK.. / Mayu MA.. (6) Rank 24 Elo 2147 (+28),21-16 / 21-17,JIA Yi Fan / ZHANG S.. Rank 27 Elo 2148 (-28),50,https://badmintonranks.com/tournament?id=14410,1
2025-03-15,Semi final,MS,LEE Chia Hao Rank 22 Elo 2124 (+43),19-21 / 21-14 / 21-17,Alex LANIER Rank 10 Elo 2328 (-42),69,https://badmintonranks.com/tournament?id=14410,1
2025-03-15,Semi final,WD,Nami MA.. / Chiharu .. (3) Rank 3 Elo 2248 (+32),21-9 / 21-17,LIU Shen.. / TAN Ning (2) Rank 2 Elo 2306 (-32),46,https://badmintonranks.com/tournament?id=14410,1
2025-03-15,Semi final,MS,SHI Yu Qi (1) Rank 1 Elo 2521 (+12),21-9 / 20-22 / 21-19,LI Shi Feng (6) Rank 6 Elo 2300 (-12),76,https://badmintonranks.com/tournament?id=14410,1
